Bundle_ID,Discount_Level,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund,ROI
BNDL_GD7I1Z,62,60129.43,87,4.0,91.02935118460294
BNDL_GD8B0Y,51,70952.98,179,3.0,87.13373279036341
BNDL_GD9F7W,62,33053.62,43,4.0,91.93431763298543
BNDL_GDBLIT,31,63603.7,38,3.0,98.1479064897168
BNDL_GDIJER,15,25550.07,182,3.0,89.31509776685543
BNDL_GDLXGV,67,64607.2,157,4.0,83.71853291893163
BNDL_GDRJ5M,33,79065.46,166,2.0,93.07156373971644
BNDL_GDTCGY,54,76144.82,3,1.0,99.78724751073021
BNDL_GDWIK6,11,12882.91,82,2.0,92.99847627593455
BNDL_GDZNWH,27,37729.56,110,1.0,92.12818808382605
BNDL_GE0C90,18,50759.64,34,3.0,98.7943176901964
BNDL_GE54PI,19,36691.88,129,1.0,93.32004792340976
BNDL_GE6EYI,59,22133.4,79,1.0,78.94132848997442
BNDL_GE6X0I,36,32032.66,60,3.0,93.25688219461013
BNDL_GE728H,64,73119.49,51,4.0,95.53607389767078
BNDL_GE72JU,27,75502.34,172,2.0,93.84919725666781
BNDL_GE8JL6,68,27943.23,8,1.0,98.05319571144781
BNDL_GEE8MT,31,62057.87,59,1.0,97.05275092425828
BNDL_GEKNP9,46,51968.32,22,1.0,98.05265977426248
BNDL_GEL7JW,37,5068.01,35,1.0,74.44756423132552
BNDL_GELQK2,60,79864.21,185,1.0,86.10140887889581
BNDL_GEOUZJ,66,29279.62,155,3.0,65.06102196681515
BNDL_GF5A3D,16,66779.06,87,1.0,97.91551423455196
BNDL_GF7RBJ,20,71041.33,134,1.0,96.2275481047441
BNDL_GFFEGZ,64,88912.21,175,2.0,87.40330490041806
BNDL_GFONSE,20,5517.05,72,3.0,73.89909462484479
BNDL_GFU3W9,24,14944.07,79,2.0,87.31269326227728
BNDL_GFU46I,22,2348.11,141,4.0,-32.10624715196476
BNDL_GFW6YE,63,8980.49,196,1.0,-37.49806525033712
BNDL_GG1EQP,25,63183.88,16,2.0,99.36692713394619
BNDL_GGOUT7,46,38202.69,42,1.0,94.94276450166205
BNDL_GGRDO2,22,39313.87,77,4.0,95.69108815794527
BNDL_GGSJAK,37,76429.01,105,2.0,94.91685159862728
BNDL_GGVIIF,65,11613.26,119,4.0,33.395101806038966
BNDL_GH1NEK,28,72350.57,157,4.0,93.9240285183655
BNDL_GH2DH9,40,18666.12,135,4.0,71.07058135273961
BNDL_GH7MGI,16,39417.2,188,3.0,92.36881361436124
BNDL_GH7VO5,36,93837.35,85,2.0,96.73903834667112
BNDL_GHAUP4,17,20902.13,76,1.0,93.81881176703044
BNDL_GHEG0X,52,65983.9,75,3.0,94.0894672791393
BNDL_GHYZ3Q,35,87232.96,106,1.0,95.74702039229209
BNDL_GI4CRY,58,90496.82,79,4.0,94.93683866460722
BNDL_GIAF10,64,28071.39,119,2.0,72.86917391693109
BNDL_GIBIP1,47,23369.44,44,4.0,91.1508363058764
BNDL_GICOS7,65,64356.2,111,4.0,88.788958950342
BNDL_GII5ZE,53,3172.55,199,3.0,-232.4455091330318
BNDL_GIT2FE,26,96147.63,21,3.0,99.43212328790632
BNDL_GIWFDV,39,43922.32,135,2.0,88.0129282788341
BNDL_GIZ1B9,10,14936.49,122,2.0,91.83208370909097
BNDL_GJIN8M,52,9249.2,196,2.0,-10.193314016347351
BNDL_GJJMPI,58,69092.87,154,1.0,87.07247216680969
BNDL_GJL4QR,37,4424.23,188,1.0,-57.225099056785034
BNDL_GJORDS,48,94427.81,125,2.0,93.6459396866241
BNDL_GJP4TY,65,39362.72,81,3.0,86.62439993984155
BNDL_GJSDCW,39,66173.26,103,2.0,93.92957215648737
BNDL_GJY9W6,14,73267.32,117,2.0,97.76435114591335
BNDL_GJZIZV,64,20779.92,189,2.0,41.789958767887455
BNDL_GK4PRL,50,69021.43,139,4.0,89.93066356347586
BNDL_GK504Z,48,21937.02,81,3.0,82.27653528145574
BNDL_GK9T0N,44,70796.77,69,2.0,95.71166876680955
BNDL_GKHGUR,49,24753.65,185,3.0,63.37913802610928
BNDL_GKIVY5,47,91067.01,76,4.0,96.07761361661045
BNDL_GKNLFC,13,36404.11,179,4.0,93.60786460649635
BNDL_GKR4TG,12,10397.42,163,4.0,81.18764078011661
BNDL_GKX087,60,90118.81,168,1.0,88.81476575201116
BNDL_GL9425,41,56742.63,81,2.0,94.14725753811553
BNDL_GLB12K,13,49058.64,15,4.0,99.60251649862288
BNDL_GLC0PU,37,60368.83,27,4.0,98.34517250044435
BNDL_GLGMQR,54,38717.58,142,3.0,80.19504318193441
BNDL_GLKRR7,66,45093.8,20,2.0,97.0727683184828
BNDL_GLOLUY,47,72910.35,189,4.0,87.81654456466057
BNDL_GLXAAL,55,83817.0,17,1.0,98.88447450994428
BNDL_GLXMB2,58,77788.09,182,3.0,86.42979921476412
BNDL_GM435X,63,66094.57,11,4.0,98.95150237001315
BNDL_GMBDKF,69,28311.42,158,1.0,61.49257084243743
BNDL_GME2QO,15,56685.36,69,2.0,98.17413173348463
BNDL_GMMUHM,47,61869.82,145,4.0,88.98493643589072
BNDL_GMVYNG,24,34162.61,136,3.0,90.4456948693323
BNDL_GMWCF6,52,83669.8,60,4.0,96.27105598435756
BNDL_GMY1FG,62,11653.02,136,2.0,27.641075017463283
BNDL_GNAPDI,31,50811.2,47,3.0,97.13252196366156
BNDL_GNLDM5,47,8718.78,118,4.0,36.39018303019459
BNDL_GNNSLL,24,19119.69,157,1.0,80.29256750501708
BNDL_GNPD4Q,18,50380.46,161,4.0,94.24776986950893
BNDL_GNSOPW,45,59797.8,144,4.0,89.16348093073658
BNDL_GO1WSJ,42,50608.84,110,1.0,90.87116005820327
BNDL_GO2322,13,90849.87,152,4.0,97.82498312875957
BNDL_GOCJ9D,57,35063.99,7,4.0,98.86208044207177
BNDL_GOQQ39,40,7471.32,78,1.0,58.24031094906924
BNDL_GOXFVS,61,76042.22,155,1.0,87.56611787504363
BNDL_GP4JR1,61,41176.28,12,2.0,98.22227748597008
BNDL_GP7JGP,43,17844.53,56,2.0,86.50566868390482
BNDL_GP99PY,38,31923.97,85,1.0,89.8822107651398
BNDL_GP9TA9,56,9761.7,116,3.0,33.45421391765779
BNDL_GPB2HP,36,50366.16,67,1.0,95.2110702900519
BNDL_GPCGY6,52,41566.26,126,1.0,84.23721547235667
BNDL_GPDRX0,19,71315.43,47,4.0,98.74781656648499
BNDL_GPH0TN,67,63015.78,55,3.0,94.15225837083982
BNDL_GPIQ10,68,40095.67,47,1.0,92.02906448501795
BNDL_GQ1LUF,62,82691.34,120,3.0,91.0026854081697
BNDL_GQ3Q6O,61,79448.64,179,3.0,86.25653000479304
BNDL_GQ6N11,12,64470.74,31,1.0,99.42299405901034
BNDL_GQ961Q,43,68024.79,168,4.0,89.38034207823353
BNDL_GQFGFM,34,23510.81,121,1.0,82.50166625479939
BNDL_GQMBVD,14,49816.84,5,2.0,99.85948526642798
BNDL_GQOUK6,35,71851.7,196,4.0,90.4525571420022
BNDL_GQT8XA,32,84334.85,91,4.0,96.54709767077311
BNDL_GQUMLO,24,50504.59,128,4.0,93.91738453871223
BNDL_GQVZ7P,37,54566.47,77,4.0,94.77884495735202
BNDL_GQX16I,56,97883.34,174,1.0,90.04529269230086
BNDL_GQZ2J1,40,24910.21,34,2.0,94.54039126928275
BNDL_GQZIH8,49,71849.82,2,4.0,99.86360439037982
BNDL_GR2JGX,63,1361.6,119,4.0,-450.60223266745004
BNDL_GR33NW,40,97988.74,15,2.0,99.38768474826801
BNDL_GRF2BE,56,15066.57,131,3.0,51.30942211797377
BNDL_GRMF4D,13,49723.53,106,1.0,97.2286762424148
BNDL_GRRYK7,35,1372.46,143,1.0,-264.67365169112395
BNDL_GRX4K0,55,41744.12,11,1.0,98.55069408577783
BNDL_GRYJLZ,32,78474.11,56,3.0,97.71644431520153
BNDL_GS2PDV,23,68187.01,30,2.0,98.98807705455923
BNDL_GSM6P7,17,18294.35,75,4.0,93.03063514145077
BNDL_GSX14N,18,47197.48,52,2.0,98.01684327214079
BNDL_GT54BL,16,12438.98,89,3.0,88.55211600951203
BNDL_GT7CMA,55,49080.94,35,3.0,96.07790722834567
BNDL_GT810F,16,8534.29,121,1.0,77.31504319632916
BNDL_GT83Y3,30,68042.16,2,3.0,99.91181937786807
BNDL_GTAC72,43,73854.02,13,3.0,99.24310145879669
BNDL_GTB67X,23,9130.9,53,1.0,86.64972784720017
BNDL_GTFIJ0,17,53239.51,139,4.0,95.56156696408364
BNDL_GTHTJ7,44,22172.64,116,3.0,76.98063920218792
BNDL_GTPI9H,20,8748.8,114,1.0,73.93928310168252
BNDL_GTQDRT,27,97238.79,139,1.0,96.14042914355475
BNDL_GU02UY,48,35631.66,143,4.0,80.73623288951455
BNDL_GU5XQ4,61,3679.44,144,2.0,-138.73198095362335
BNDL_GU8VD2,60,27474.12,127,4.0,72.26480775362414
BNDL_GUACIV,36,51840.58,65,4.0,95.48616161316097
BNDL_GUAX99,15,31791.97,144,4.0,93.20583153544747
BNDL_GUDQG3,18,18374.16,120,3.0,88.2443605585235
BNDL_GUKMLW,63,88864.01,156,4.0,88.94040455748058
BNDL_GULV9D,20,75542.84,79,1.0,97.90847153747463
BNDL_GUWWKS,20,13545.35,95,1.0,85.97304610069139
BNDL_GV0M7N,59,64333.47,132,3.0,87.89432623485101
BNDL_GV5QHF,67,98363.59,79,1.0,94.61894385920644
BNDL_GV77HU,44,29475.47,155,4.0,76.86211619356705
BNDL_GVLSYL,22,21844.57,142,2.0,85.69896317483018
BNDL_GVRGBU,39,68570.64,84,4.0,95.22244505811817
BNDL_GVZXG8,37,68947.59,83,4.0,95.54589217694193
BNDL_GW2EEH,13,6713.49,146,4.0,71.72856442774176
BNDL_GWARXV,17,48097.21,85,3.0,96.99566773207843
BNDL_GWGMBF,63,94827.33,91,3.0,93.95427457464002
BNDL_GWHO0P,19,66669.47,9,2.0,99.74351078537147
BNDL_GWK5EQ,54,3652.9,54,2.0,20.17301322237127
BNDL_GWNDRN,55,12183.3,103,1.0,53.501924765868026
BNDL_GWWBM5,62,59383.76,95,4.0,90.08146334957571
BNDL_GX3Z1D,10,28032.12,108,2.0,96.14727676679466
BNDL_GX6HVM,18,86993.99,33,3.0,99.31719421077248
BNDL_GX7CRR,62,30279.97,107,2.0,78.09112756716733
BNDL_GXAAY7,58,89982.75,8,3.0,99.4843456106865
BNDL_GXR7L1,39,2877.63,195,2.0,-164.27998040053794
BNDL_GXWZID,12,71288.33,49,2.0,99.17518056601972
BNDL_GY9LYH,33,78120.29,154,2.0,93.49464780532689
BNDL_GYBH0Z,34,74751.26,167,2.0,92.40414141514137
BNDL_GYE674,45,56273.3,43,1.0,96.56142433445346
BNDL_GYERFJ,55,6446.86,133,4.0,-13.466090468848407
BNDL_GYGB7A,48,53684.67,113,4.0,89.89655706182043
BNDL_GYHMKS,53,76678.85,73,3.0,94.95428009157675
BNDL_GYJZB0,19,38067.03,177,1.0,91.16558344583225
BNDL_GYTJDD,34,85602.7,71,2.0,97.17999549079643
BNDL_GYVZ8G,68,68525.71,4,1.0,99.60306868765024
BNDL_GYXZKJ,22,55368.03,155,1.0,93.8412112549426
BNDL_GYYVLH,22,60327.37,76,3.0,97.22845534290656
BNDL_GZ9LZ6,63,70367.05,131,2.0,88.27149923152953
BNDL_GZDJP7,33,91728.3,84,1.0,96.97803186148658
BNDL_GZFWXG,35,44351.64,51,2.0,95.97534612023367
BNDL_GZLTTY,36,86439.38,101,4.0,95.79358389659897
BNDL_GZQ4VK,68,37555.24,133,3.0,75.91814085065093
BNDL_GZRWVY,35,59321.62,79,2.0,95.33896747931024
BNDL_H079I6,13,94905.71,44,1.0,99.39729653779526
BNDL_H09Q6B,33,27390.87,194,4.0,76.62724842255831
BNDL_H0MHE2,35,41567.3,98,1.0,91.74832139686725
BNDL_H0NPES,69,89664.04,113,4.0,91.30420623474026
BNDL_H0Z556,41,38725.86,95,4.0,89.94212136283095
BNDL_H18ZKT,40,92907.98,36,4.0,98.45007931503838
BNDL_H1AKZ7,35,35469.05,14,4.0,98.61851388745964
BNDL_H1X69E,38,92004.71,179,2.0,92.60690023369456
BNDL_H1Z8YS,27,50971.66,153,3.0,91.89549643860921
BNDL_H21ZJL,36,84527.21,53,3.0,97.74273869917155
BNDL_H2833M,43,9935.58,50,4.0,78.36059897862026
BNDL_H2A11F,56,76435.26,145,2.0,89.3766306283252
BNDL_H2E5K2,66,90524.16,9,3.0,99.34382158310002
BNDL_H2HBH1,34,53870.17,142,2.0,91.03771159437588
BNDL_H2RETN,25,45563.36,78,1.0,95.7202453901556
BNDL_H30CAW,58,73523.7,133,3.0,89.50814499270304
BNDL_H31FZ0,45,4437.75,132,2.0,-33.85161399357783
BNDL_H38ME4,23,78191.69,16,1.0,99.52936175186903
BNDL_H3BA7Q,15,91579.29,37,1.0,99.39396778463777
BNDL_H3H7C0,18,99735.41,122,2.0,97.79817418908691
BNDL_H3NMR0,48,36400.6,126,4.0,83.38488926006714
BNDL_H47LL9,31,30426.59,83,2.0,91.54358079561331
BNDL_H4DL1W,45,10000.8,112,4.0,49.6040316774658
BNDL_H4HNEZ,61,10646.08,21,2.0,87.96740208602603
BNDL_H4NIAC,51,47143.2,82,4.0,91.12915542432418
BNDL_H4T0A5,22,62480.25,173,3.0,93.90847507812468
BNDL_H53KEY,47,91096.33,8,1.0,99.58725011205172
BNDL_H5BDU6,63,45850.95,191,1.0,73.75626895407838
BNDL_H5BLAO,51,78631.61,124,3.0,91.9574328949897
BNDL_H5CC7E,68,96707.63,4,3.0,99.71873987605736
BNDL_H5RZZR,17,80091.36,130,2.0,97.2406511763566
BNDL_H60K3V,21,76153.77,112,2.0,96.91151206302722
BNDL_H66I45,55,74465.7,115,2.0,91.50615652575615
BNDL_H6ATJP,13,20168.03,55,2.0,96.45478512279088
BNDL_H6BTVE,67,42320.67,127,3.0,79.89398561034123
BNDL_H6G8DU,69,26906.51,123,3.0,68.45744765857779
BNDL_H6JU4S,29,69007.2,86,4.0,96.38588437148587
BNDL_H6M304,23,90117.65,132,1.0,96.63107060603555
BNDL_H6MTCM,56,97112.4,4,4.0,99.76933944583803
BNDL_H6TXHM,60,72999.75,10,4.0,99.17807937698416
BNDL_H70UR9,14,72015.97,128,4.0,97.51166303807337
BNDL_H734XA,49,53473.37,151,1.0,86.16320609679174
BNDL_H7A26E,67,1020.84,130,3.0,-753.2189177540064
BNDL_H7GSU5,64,60631.4,118,2.0,87.54440768314767
BNDL_H7MGUJ,25,30071.56,58,4.0,95.17816834244715
BNDL_H7Q0VJ,51,82970.51,24,1.0,98.52477705633001
BNDL_H7S9L8,43,23882.38,189,1.0,65.97072821050499
BNDL_H7VPWL,63,21268.16,59,2.0,82.52317078675352
BNDL_H8305E,66,48430.48,74,4.0,89.91544168052846
BNDL_H87WRO,52,26489.81,126,2.0,75.26596076000546
BNDL_H8B4OZ,67,53347.66,180,4.0,77.39357265154648
BNDL_H8LDG7,25,66060.92,4,4.0,99.84862457259148
BNDL_H8Q31O,65,68678.94,164,2.0,84.47850243466192
BNDL_H8RA50,63,26135.74,6,1.0,98.55370462056938
BNDL_H8RANA,63,6155.1,150,2.0,-53.531218014329575
BNDL_H8W6MJ,30,67872.17,157,2.0,93.06048414246959
BNDL_H921FF,52,88970.78,150,4.0,91.23307674721971
BNDL_H95JJ5,23,12682.36,186,2.0,66.26810782851142
BNDL_H9C4AI,44,71149.45,191,3.0,88.1882431979446
BNDL_H9KM1Q,56,25359.63,52,2.0,88.5171826245099
BNDL_H9OHSY,58,13548.03,196,2.0,16.091121735041924
BNDL_H9PIAP,15,26688.78,18,2.0,98.98833891995064
BNDL_H9PVTD,67,10748.45,10,4.0,93.76654308295615
BNDL_H9UZBP,45,93098.05,133,3.0,93.57129392076419
BNDL_HA22E2,21,4579.19,34,2.0,84.40772276319612
BNDL_HA8RZR,28,82168.21,130,3.0,95.57006292336172
BNDL_HAGVL8,41,96212.65,192,4.0,91.81812370826498
BNDL_HAI3Q1,62,69691.76,86,4.0,92.34916724731876
BNDL_HAIXN8,22,91875.14,109,3.0,97.38993595002957
BNDL_HAMX7A,36,74348.21,29,2.0,98.5957967246286
BNDL_HAOAXH,36,49429.66,86,1.0,93.7365541255999
BNDL_HAZBT7,59,13817.58,162,1.0,30.827250502620572
BNDL_HB4J1L,66,18455.65,94,3.0,66.3842779853324
BNDL_HB8Q5D,23,65309.79,136,2.0,95.21051897426098
BNDL_HBDSEL,47,92180.0,169,1.0,91.38316337600347
BNDL_HBH99L,69,46889.03,126,1.0,81.45834963956388
BNDL_HBLYHN,19,67630.55,143,2.0,95.98258479341068
BNDL_HBNPIV,24,77956.77,8,2.0,99.75370965215721
BNDL_HBQ0M4,21,21692.97,147,4.0,85.7695834180382
BNDL_HC0PBE,55,28372.79,156,3.0,69.75975926230731
BNDL_HC1ZPL,59,78574.62,117,3.0,91.21472047844456
BNDL_HCATC3,39,83530.73,179,3.0,91.64259668268193
BNDL_HCDLF8,67,20430.23,83,2.0,72.7805315946027
BNDL_HCG599,20,61604.88,73,3.0,97.6300578785317
BNDL_HCNVIT,37,75636.89,184,1.0,90.99910110000556
BNDL_HCSEIG,68,23737.25,65,4.0,81.37947740365881
BNDL_HCW4NB,25,73680.71,153,4.0,94.80868194674021
BNDL_HCWHK8,13,34647.37,35,2.0,98.68676901017307
BNDL_HCY5B6,41,62848.53,52,1.0,96.60771699831324
BNDL_HCZSAW,32,78911.9,2,2.0,99.91889689641232
BNDL_HD2R3O,51,54106.83,79,1.0,92.55362031004218
BNDL_HD2VHO,53,79884.8,12,1.0,99.20385354911072
BNDL_HD2VXJ,17,27198.15,66,3.0,95.87471942025468
BNDL_HDGM88,43,2528.11,99,3.0,-68.38666039056844
BNDL_HDUQSS,55,58764.42,42,2.0,96.06904994552826
BNDL_HDXVS8,39,13271.84,191,1.0,43.87364525190177
BNDL_HE3WEN,37,83199.09,171,4.0,92.39534951644302
BNDL_HE7FRF,27,88166.33,53,2.0,98.37693142041866
BNDL_HE9BTG,16,52907.59,172,2.0,94.79847787434657
BNDL_HEEC78,25,75011.08,172,3.0,94.26751354599881
BNDL_HEEWQG,28,9016.6,43,4.0,86.6468513630415
BNDL_HEI3RW,14,49165.52,6,4.0,99.82914855776976
BNDL_HENSVI,28,57673.64,96,2.0,95.33929191915058
BNDL_HES0DD,48,37680.67,57,3.0,92.73898261363188
BNDL_HESH20,28,68413.87,38,3.0,98.44475981259355
BNDL_HEW003,56,84768.35,98,3.0,93.5258855457255
BNDL_HEWJHZ,36,78304.51,37,1.0,98.29894855353798
BNDL_HF27TZ,60,55301.14,174,4.0,81.12154649976475
BNDL_HF42CG,14,30039.16,31,3.0,98.55521925380071
BNDL_HF4AML,60,91793.31,115,4.0,92.48311233138887
BNDL_HF8QAL,16,21331.22,87,1.0,93.47435355314886
BNDL_HFERVP,51,18512.25,158,3.0,56.472065794271366
BNDL_HFG45R,57,2725.06,185,4.0,-286.9639567569155
BNDL_HFSCYM,18,61480.13,159,2.0,95.34483742958903
BNDL_HFXVDM,36,36055.54,93,2.0,90.7143257319125
BNDL_HFYSUJ,15,15688.41,197,3.0,81.16443922615485
BNDL_HFZZ1J,55,33395.13,29,3.0,95.22385449614958
BNDL_HG7QRO,43,38768.16,155,4.0,82.80805692093718
BNDL_HG97ZO,13,5174.28,70,3.0,82.41301205191833
BNDL_HGB4CA,32,5405.17,197,4.0,-16.629079196399
BNDL_HGGTJ8,58,38388.38,19,2.0,97.12933965955322
BNDL_HGM640,38,21843.27,137,1.0,76.16657212953922
BNDL_HGP33V,13,93405.8,40,3.0,99.44328938888162
BNDL_HGTDUO,38,64264.32,50,2.0,97.04346050810155
BNDL_HGXE1X,49,4213.34,127,2.0,-47.69755111146976
BNDL_HGYLHR,35,9715.29,141,1.0,49.20378084442153
BNDL_HH07HV,37,32558.96,72,4.0,91.81792047411834
BNDL_HH1EZX,54,18768.48,76,4.0,78.13355157157106
BNDL_HH8EKY,31,31016.51,82,1.0,91.8043648366628
BNDL_HH9FWN,14,75024.64,47,3.0,99.12295480524799
BNDL_HHB44C,14,87468.24,121,4.0,98.06329703215705
BNDL_HHFLTF,55,93522.98,149,1.0,91.23744773744377
BNDL_HHJ4VH,69,52583.14,150,1.0,80.3168848417953
BNDL_HHNFUM,46,21089.08,181,4.0,60.51985198026657
BNDL_HHOCU7,38,74515.85,6,3.0,99.69402482827479
BNDL_HHS4W6,43,24593.49,31,3.0,94.57986646059588
BNDL_HHXI7P,43,24702.95,177,2.0,69.18991456485966
BNDL_HHXX76,45,61363.03,23,4.0,98.31331666640321
BNDL_HI22Q1,41,69792.72,108,1.0,93.65549873969663
BNDL_HIBGQ0,42,44730.16,33,2.0,96.90141953438128
BNDL_HIPVUQ,18,39405.24,94,1.0,95.70615481595848
BNDL_HJ4SDT,62,77731.02,117,4.0,90.6678183304426
BNDL_HJ9AUE,49,53140.49,9,4.0,99.17012432516147
BNDL_HJG78M,42,32382.94,162,3.0,78.98893676732254
BNDL_HJIVMB,26,41974.23,126,1.0,92.1952112045891
BNDL_HJPB86,33,47009.14,84,2.0,94.10327438451331
BNDL_HJVJ2R,56,69833.46,157,3.0,87.41004670254058
BNDL_HK0545,22,31326.87,178,1.0,87.49954910911943
BNDL_HK2ZQR,45,94372.65,110,2.0,94.75483627936696
BNDL_HK93UM,28,79350.86,35,1.0,98.76497872864894
BNDL_HK9G61,41,28701.32,144,4.0,79.42951752741686
BNDL_HKA9II,34,10075.52,2,2.0,99.32509686844946
BNDL_HKAF3T,24,45298.07,62,3.0,96.71509183503845
BNDL_HKBOA9,13,68182.47,197,4.0,96.24390257495806
BNDL_HKIM0H,65,69471.7,165,3.0,84.56205908305108
BNDL_HKLQI1,63,18118.29,192,4.0,33.23873279432
BNDL_HKOALG,52,6546.78,44,1.0,65.0515215113384
BNDL_HKU7AJ,13,87687.97,47,1.0,99.30321114743562
BNDL_HKXOZW,19,35185.69,189,3.0,89.79414642714126
BNDL_HKYJ0E,39,57243.07,171,3.0,88.34968145489053
BNDL_HL9APV,42,11870.11,139,4.0,50.81764195951006
BNDL_HLH7UE,40,94662.57,165,4.0,93.02786729749678
BNDL_HLRKHT,23,62761.99,132,2.0,95.16267728285862
BNDL_HLZ37K,15,37217.72,66,4.0,97.33997676375662
BNDL_HLZA99,35,83778.06,9,2.0,99.62400657164895
BNDL_HM4H99,23,13798.02,163,1.0,72.82943494791282
BNDL_HM51Y9,57,85312.31,129,3.0,91.38107970584784
BNDL_HM530Z,43,28072.0,116,3.0,82.23140495867769
BNDL_HM73UA,56,17031.76,41,3.0,86.51930276142924
BNDL_HM9T87,39,81242.72,36,2.0,98.2718451573261
BNDL_HMCGTP,21,52401.46,86,2.0,96.55353114207124
BNDL_HMMI49,13,35090.34,145,3.0,94.62815122338513
BNDL_HMNONS,33,89198.29,39,1.0,98.55714722782241
BNDL_HMOJHE,48,23250.74,3,1.0,99.38066487346208
BNDL_HMQRU2,37,56462.47,33,3.0,97.83750161833161
BNDL_HMXM30,29,47075.58,100,4.0,93.8396935311259
BNDL_HN5FZ3,51,18774.5,45,3.0,87.77597272896747
BNDL_HNBWAX,67,80636.09,63,3.0,94.76537118801272
BNDL_HND2HN,18,35437.26,6,2.0,99.69523603122815
BNDL_HND43P,42,30880.41,106,1.0,85.58309297059203
BNDL_HNFTQM,69,4612.86,9,2.0,86.53763608693956
BNDL_HNNB05,59,92298.36,136,3.0,91.30645441587478
BNDL_HNRRB3,32,24896.26,90,1.0,88.43199741647942
BNDL_HO2PLD,13,97345.89,199,4.0,97.34246612774304
BNDL_HO3P5P,37,46442.8,146,4.0,88.36848768808082
BNDL_HO8PM5,25,67002.17,186,1.0,93.05992626805968
BNDL_HOBZ5Q,42,44291.32,186,1.0,82.3622325999767
BNDL_HON3H7,46,16633.39,82,1.0,77.32272254783902
BNDL_HOPHHJ,60,39558.08,126,3.0,80.88886012667955
BNDL_HOT36O,47,31193.0,159,2.0,76.04270188824415
BNDL_HOYNDH,12,69514.16,102,3.0,98.2392076664668
BNDL_HP4GK5,43,75402.56,33,1.0,98.11810102999155
BNDL_HP8JCJ,53,10267.73,104,4.0,46.317248310970385
BNDL_HPECK2,66,83326.67,61,3.0,95.16841366635677
BNDL_HPKYBJ,47,5751.55,35,1.0,71.39901417878659
BNDL_HPLMQJ,20,44678.11,52,4.0,97.67223814973373
BNDL_HPRNSR,24,55601.33,157,1.0,93.22318369003042
BNDL_HPTQWS,13,66374.23,53,3.0,98.96194652653597
BNDL_HPVLXF,15,79376.04,107,1.0,97.97797924915378
BNDL_HPZ9H0,34,12505.71,119,4.0,67.64677895137501
BNDL_HQ3IPI,10,37929.47,25,4.0,99.34088190528368
BNDL_HQ6EVK,10,18459.77,39,2.0,97.88729762071792
BNDL_HQLALR,38,45713.05,139,4.0,88.4453126623579
BNDL_HQMRNT,29,57468.42,26,4.0,98.68797506526194
BNDL_HQOCHY,39,80877.65,16,2.0,99.22846422961102
BNDL_HQPKA5,46,5037.81,196,3.0,-78.96665416123274
BNDL_HQQWIM,55,97452.38,106,1.0,94.01759095057504
BNDL_HQWTE5,16,67079.81,159,3.0,96.20750267479887
BNDL_HR0F6A,60,52510.79,22,3.0,97.48623092511082
BNDL_HR1EJB,38,39511.72,143,3.0,86.24711857646288
BNDL_HR4T64,24,68342.76,176,1.0,93.81938920816192
BNDL_HRBFHK,63,32965.96,45,1.0,91.40022010583037
BNDL_HRD3KF,27,14969.47,143,1.0,74.2075036724747
BNDL_HRM4ZZ,16,28795.25,143,2.0,92.05424505777863
BNDL_HRPIGV,27,62210.27,168,1.0,92.7085994000669
BNDL_HRWEV3,13,41340.11,139,2.0,95.62894244838729
BNDL_HSA6IX,54,17075.35,190,4.0,39.91338391306766
BNDL_HSI0PW,22,79140.5,49,4.0,98.63786556819834
BNDL_HSQT9K,32,49124.76,101,2.0,93.42083299745383
BNDL_HSXTI3,48,70746.12,99,1.0,93.28302386053115
BNDL_HT2Q5F,55,79903.52,27,4.0,98.14150865944329
BNDL_HT9L00,22,49495.98,32,4.0,98.57766226671338
BNDL_HTBROL,59,85020.12,8,4.0,99.44483729263143
BNDL_HTDHQ5,68,53337.98,179,1.0,77.17948823708734
BNDL_HTFF4F,52,60937.87,180,2.0,84.64009326220297
BNDL_HTKSPY,59,51499.22,169,1.0,80.63854170995212
BNDL_HTX5BV,21,60836.24,168,3.0,94.20082503455177
BNDL_HU2GWM,48,86167.14,173,4.0,90.36291560796842
BNDL_HU4POX,44,53772.72,95,4.0,92.22654163672584
BNDL_HU4XW5,10,79597.18,52,1.0,99.34671052416681
BNDL_HU80B9,49,83240.4,116,2.0,93.17158495153795
BNDL_HU9VHZ,20,52462.01,172,2.0,93.44287418648275
BNDL_HUISUM,20,91289.47,192,2.0,95.79360029146845
BNDL_HUMYXV,54,87279.74,184,3.0,88.61591475868283
BNDL_HUTA8B,62,97684.65,162,2.0,89.71793418925081
BNDL_HVWRYJ,58,56642.26,189,1.0,80.64695864889572
BNDL_HVZKX7,25,96988.62,13,1.0,99.66490914088683
BNDL_HW30DT,17,26375.47,158,2.0,89.81629521672978
BNDL_HW6S5V,24,46572.19,12,4.0,99.38160520258978
BNDL_HWCPMR,31,7483.91,165,2.0,31.653373704387143
BNDL_HWFMRN,31,49655.74,67,1.0,95.81720058949882
BNDL_HWIWR6,39,28547.68,38,1.0,94.8086849789545
BNDL_HWSL2D,47,70959.12,101,4.0,93.31023270863562
BNDL_HWZ6ZY,34,62913.14,108,2.0,94.16338144940786
BNDL_HX4J9G,24,57889.01,167,2.0,93.07640603976472
BNDL_HXINGM,38,85836.59,164,2.0,92.73969294446576
