Customer_ID,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund,Subscription_Tier,Subscription_Length,CLTV
CUST_HAHKSJ,45927.5,32,4.0,Basic,19.0,918550.0
CUST_HAK2RP,93764.23,137,3.0,Basic,9.0,937642.2999999999
CUST_HAU6TA,48641.76,50,2.0,Standard,11.0,583701.12
CUST_HB46UO,5668.18,53,2.0,Premium,19.0,113363.6
CUST_HB5R0O,50770.87,185,3.0,Premium,28.0,1472355.23
CUST_HBA8OQ,19131.19,135,3.0,Basic,21.0,420886.18
CUST_HBF3Q8,22397.33,187,1.0,Premium,34.0,783906.55
CUST_HBFMVE,97112.4,4,4.0,Standard,25.0,2524922.4
CUST_HBKFNI,52690.74,10,4.0,Standard,33.0,1791485.16
CUST_HBRG36,70483.74,35,4.0,Basic,15.0,1127739.84
CUST_HBRRSQ,28813.18,89,2.0,Standard,12.0,374571.34
CUST_HBVTLX,14087.58,35,3.0,Premium,32.0,464890.14
CUST_HBZB9R,28815.59,191,4.0,Basic,35.0,1037361.24
CUST_HBZMKW,64215.91,69,1.0,Premium,16.0,1091670.47
CUST_HC3NMJ,64613.79,37,4.0,Premium,35.0,2326096.44
CUST_HC3X94,45593.27,26,3.0,Premium,24.0,1139831.75
CUST_HC5OCF,59577.37,172,3.0,Premium,31.0,1906475.84
CUST_HCAYQU,58576.43,53,3.0,Premium,32.0,1933022.19
CUST_HCE4FP,55987.39,155,3.0,Basic,28.0,1623634.31
CUST_HCK3TI,66175.15,13,3.0,Standard,11.0,794101.7999999999
CUST_HCMEDH,63757.95,199,1.0,Standard,15.0,1020127.2
CUST_HCNC8P,64958.97,56,3.0,Premium,12.0,844466.61
CUST_HCNR9T,74086.21,79,4.0,Standard,3.0,296344.84
CUST_HCXFM0,77230.77,57,3.0,Premium,24.0,1930769.25
CUST_HD7U1L,99521.42,132,4.0,Standard,10.0,1094735.6199999999
CUST_HD91ZW,89504.16,11,4.0,Premium,10.0,984545.76
CUST_HD9OEX,14141.88,165,2.0,Basic,12.0,183844.44
CUST_HDE68K,70567.0,49,1.0,Basic,10.0,776237.0
CUST_HDFF7H,63960.09,186,1.0,Standard,13.0,895441.26
CUST_HDH3A8,85927.65,115,3.0,Basic,24.0,2148191.25
CUST_HDIGS1,61722.65,136,2.0,Standard,4.0,308613.25
CUST_HDIWZW,5191.7,133,2.0,Standard,5.0,31150.199999999997
CUST_HDJ7RN,95215.97,97,2.0,Basic,24.0,2380399.25
CUST_HDKHN5,51227.05,189,2.0,Basic,1.0,102454.1
CUST_HDSX13,56742.63,81,2.0,Standard,15.0,907882.08
CUST_HE0F4M,33641.14,113,2.0,Standard,1.0,67282.28
CUST_HE2WNU,53582.07,78,2.0,Premium,12.0,696566.91
CUST_HE5U57,90143.05,129,1.0,Basic,25.0,2343719.3000000003
CUST_HE7K52,7442.01,199,1.0,Basic,23.0,178608.24
CUST_HEDT6T,74332.77,123,3.0,Premium,2.0,222998.31
CUST_HEKHG0,78607.3,167,2.0,Premium,10.0,864680.3
CUST_HELSFN,55019.59,17,4.0,Basic,27.0,1540548.52
CUST_HEPK6J,59127.91,76,4.0,Standard,15.0,946046.56
CUST_HEXXKO,57390.66,123,1.0,Standard,16.0,975641.2200000001
CUST_HFDQB1,90137.42,142,3.0,Premium,22.0,2073160.66
CUST_HFHD5Q,37858.57,165,1.0,Basic,4.0,189292.85
CUST_HG24QV,25101.08,59,3.0,Standard,4.0,125505.40000000001
CUST_HG3PJG,61006.7,161,2.0,Premium,31.0,1952214.4
CUST_HG7BU3,36379.0,120,3.0,Basic,13.0,509306.0
CUST_HGEAC6,24603.05,17,4.0,Premium,23.0,590473.2
CUST_HGF9CF,49804.97,165,2.0,Premium,32.0,1643564.01
CUST_HGLL6D,22088.71,120,1.0,Standard,24.0,552217.75
CUST_HGV8CJ,7743.02,79,2.0,Standard,12.0,100659.26000000001
CUST_HHFU9W,24602.59,156,3.0,Standard,23.0,590462.16
CUST_HHNFUS,14969.47,143,1.0,Standard,21.0,329328.33999999997
CUST_HHT50W,28141.33,139,2.0,Premium,33.0,956805.2200000001
CUST_HI5F4E,9615.56,47,2.0,Premium,16.0,163464.52
CUST_HI5FYI,83948.41,114,3.0,Basic,12.0,1091329.33
CUST_HIATZY,42037.25,198,2.0,Basic,25.0,1092968.5
CUST_HIAZQB,19731.87,131,1.0,Premium,35.0,710347.32
CUST_HIGWBL,50367.73,1,4.0,Premium,27.0,1410296.4400000002
CUST_HIHIJF,70459.26,169,4.0,Standard,21.0,1550103.72
CUST_HIJMY6,6796.63,110,2.0,Premium,10.0,74762.93000000001
CUST_HIKGRG,52855.75,156,2.0,Basic,9.0,528557.5
CUST_HIKLC4,14422.27,113,4.0,Basic,33.0,490357.18
CUST_HJ0MUH,58703.99,122,2.0,Basic,11.0,704447.88
CUST_HJ5A3O,67449.35,88,4.0,Premium,7.0,539594.8
CUST_HJ7C3B,13973.24,123,4.0,Standard,11.0,167678.88
CUST_HJACM3,22399.16,18,3.0,Premium,25.0,582378.16
CUST_HJBSKU,17068.24,30,3.0,Standard,30.0,529115.4400000001
CUST_HJOY2C,14203.99,37,1.0,Standard,8.0,127835.91
CUST_HJW8ZE,84062.18,192,4.0,Standard,32.0,2774051.94
CUST_HJZ7MY,86441.28,110,1.0,Premium,3.0,345765.12
CUST_HK5OBO,27878.52,89,4.0,Basic,28.0,808477.08
CUST_HK8DMS,12924.79,85,1.0,Premium,26.0,348969.33
CUST_HK9GYY,85741.62,144,1.0,Basic,14.0,1286124.2999999998
CUST_HKBBRO,27391.15,168,1.0,Premium,29.0,821734.5
CUST_HKBO9D,46163.2,79,1.0,Basic,12.0,600121.6
CUST_HKL1CN,6919.9,87,1.0,Basic,8.0,62279.1
CUST_HKU3J6,17452.79,108,3.0,Basic,4.0,87263.95000000001
CUST_HKW7MP,42252.55,93,3.0,Premium,32.0,1394334.1500000001
CUST_HKWIQ8,43647.05,51,3.0,Basic,4.0,218235.25
CUST_HL8QB1,21478.56,6,2.0,Basic,31.0,687313.92
CUST_HLFV3Z,40900.15,173,3.0,Standard,22.0,940703.4500000001
CUST_HLHSWD,50882.75,1,2.0,Premium,16.0,865006.75
CUST_HM7ZNK,40756.05,186,2.0,Standard,33.0,1385705.7000000002
CUST_HMFI8G,69288.59,57,2.0,Basic,7.0,554308.72
CUST_HMFSD3,57101.56,199,3.0,Standard,30.0,1770148.3599999999
CUST_HMLO28,12883.11,2,4.0,Standard,24.0,322077.75
CUST_HMQ40I,24031.4,186,4.0,Premium,21.0,528690.8
CUST_HMWZS4,20913.14,147,4.0,Basic,27.0,585567.9199999999
CUST_HN5UOR,47366.12,50,4.0,Basic,30.0,1468349.72
CUST_HNG2CQ,67777.28,48,4.0,Premium,33.0,2304427.52
CUST_HNJBTW,40642.12,143,1.0,Basic,16.0,690916.04
CUST_HNKE2Z,34339.0,46,2.0,Premium,28.0,995831.0
CUST_HNQMCR,69954.36,175,4.0,Premium,2.0,209863.08000000002
CUST_HNVEAS,87800.55,47,4.0,Standard,8.0,790204.9500000001
CUST_HO2PJ8,8886.28,56,3.0,Standard,27.0,248815.84000000003
CUST_HOTXFB,99408.01,78,1.0,Basic,23.0,2385792.2399999998
CUST_HOXO84,25545.04,172,3.0,Basic,32.0,842986.3200000001
CUST_HOYS5Y,88355.06,160,2.0,Standard,12.0,1148615.78
CUST_HOZG8B,18211.43,70,2.0,Basic,10.0,200325.73
CUST_HP4PET,84780.18,2,4.0,Standard,19.0,1695603.5999999999
CUST_HP8VL7,11773.05,25,4.0,Basic,5.0,70638.29999999999
CUST_HPKDN1,26627.65,89,4.0,Premium,14.0,399414.75
CUST_HPWEZL,86384.95,44,3.0,Basic,35.0,3109858.1999999997
CUST_HPZH3D,88257.94,127,1.0,Standard,20.0,1853416.74
CUST_HPZJ96,12856.23,52,1.0,Standard,27.0,359974.44
CUST_HQ5VUP,42087.6,6,1.0,Standard,10.0,462963.6
CUST_HQD520,7329.74,194,1.0,Standard,2.0,21989.22
CUST_HQMW1D,72415.62,180,1.0,Basic,9.0,724156.2
CUST_HQNE0W,23459.89,174,2.0,Premium,22.0,539577.47
CUST_HQNMDE,81833.56,10,2.0,Basic,30.0,2536840.36
CUST_HQPYKF,90733.14,161,4.0,Basic,28.0,2631261.06
CUST_HQU7UR,63794.81,130,3.0,Basic,15.0,1020716.96
CUST_HQZ5KG,75076.32,79,2.0,Standard,7.0,600610.56
CUST_HR2GLB,28400.45,161,2.0,Premium,30.0,880413.9500000001
CUST_HRBHCH,28682.6,45,3.0,Standard,22.0,659699.7999999999
CUST_HRED70,52646.07,123,3.0,Basic,13.0,737044.98
CUST_HRZ1FN,78818.41,110,2.0,Premium,9.0,788184.1000000001
CUST_HS4WLU,21571.16,195,1.0,Basic,35.0,776561.76
CUST_HSBPG2,55134.24,61,3.0,Standard,8.0,496208.16
CUST_HSCGSK,28069.65,156,1.0,Basic,28.0,814019.8500000001
CUST_HSE7PU,50671.5,131,2.0,Premium,31.0,1621488.0
CUST_HSKAZ8,70972.82,75,1.0,Standard,26.0,1916266.1400000001
CUST_HSLMXC,8543.81,50,3.0,Standard,26.0,230682.87
CUST_HSNM6D,1674.42,62,3.0,Standard,7.0,13395.36
CUST_HSPOU1,37755.26,122,3.0,Basic,27.0,1057147.28
CUST_HT1RXH,15746.78,130,4.0,Standard,16.0,267695.26
CUST_HT450P,81679.16,37,4.0,Premium,12.0,1061829.08
CUST_HT8M7X,58758.64,130,3.0,Basic,16.0,998896.88
CUST_HT9Z8P,38246.56,152,2.0,Premium,19.0,764931.2
CUST_HTASA3,33675.82,55,3.0,Basic,1.0,67351.64
CUST_HTAWJ5,30197.65,97,3.0,Basic,2.0,90592.95000000001
CUST_HTFHXN,34946.48,97,3.0,Basic,29.0,1048394.4000000001
CUST_HTN6HI,78978.02,78,1.0,Standard,29.0,2369340.6
CUST_HTQVR8,27144.41,87,1.0,Basic,30.0,841476.71
CUST_HTQY66,98738.53,32,2.0,Basic,22.0,2270986.19
CUST_HTW8VB,40775.57,112,1.0,Standard,25.0,1060164.82
CUST_HTZ0JO,52453.07,117,4.0,Basic,30.0,1626045.17
CUST_HTZTZU,20394.01,63,4.0,Premium,1.0,40788.02
CUST_HU8DQ4,11743.55,169,2.0,Standard,18.0,223127.44999999998
CUST_HUC5AQ,6546.78,44,1.0,Standard,35.0,235684.08
CUST_HUIVCU,86449.71,161,4.0,Standard,2.0,259349.13
CUST_HUK0C0,87687.97,47,1.0,Basic,6.0,613815.79
CUST_HUSSJ2,30342.92,153,1.0,Premium,8.0,273086.27999999997
CUST_HUUX9P,83157.96,102,1.0,Premium,16.0,1413685.32
CUST_HVBMFV,63584.93,128,3.0,Basic,8.0,572264.37
CUST_HVF1OY,90675.32,159,2.0,Basic,8.0,816077.8800000001
CUST_HVHWGA,92225.04,83,3.0,Basic,12.0,1198925.52
CUST_HVHZ5Z,10303.6,45,1.0,Premium,31.0,329715.2
CUST_HVJR16,29997.19,120,4.0,Premium,32.0,989907.2699999999
CUST_HVNCFW,43347.23,31,1.0,Premium,14.0,650208.4500000001
CUST_HVNHW4,3109.94,91,3.0,Standard,23.0,74638.56
CUST_HVRL82,3736.24,197,2.0,Basic,18.0,70988.56
CUST_HVV5S0,25958.34,60,3.0,Premium,6.0,181708.38
CUST_HW2I4E,10105.09,65,3.0,Premium,11.0,121261.08
CUST_HW3A4V,42554.38,131,2.0,Premium,11.0,510652.55999999994
CUST_HWPNXU,34665.29,10,3.0,Basic,9.0,346652.9
CUST_HX0RI5,14002.48,56,4.0,Standard,33.0,476084.32
CUST_HX21IR,70573.63,108,2.0,Standard,32.0,2328929.79
CUST_HX9Z0C,5849.29,31,4.0,Premium,17.0,105287.22
CUST_HXHCVS,66589.24,128,2.0,Premium,25.0,1731320.2400000002
CUST_HXK3NE,40131.0,93,1.0,Basic,6.0,280917.0
CUST_HXL9N1,13080.33,135,2.0,Basic,31.0,418570.56
CUST_HXLOLE,37212.89,83,3.0,Premium,30.0,1153599.59
CUST_HY7GIF,70796.77,69,2.0,Standard,1.0,141593.54
CUST_HY8JOE,63917.16,184,3.0,Standard,5.0,383502.96
CUST_HYEBLA,86741.46,149,1.0,Premium,31.0,2775726.72
CUST_HYJW9R,89063.95,10,2.0,Basic,23.0,2137534.8
CUST_HYPRZO,48862.58,127,3.0,Standard,23.0,1172701.92
CUST_HYX3N4,7861.04,63,1.0,Premium,7.0,62888.32
CUST_HYXV0C,38354.9,136,3.0,Basic,18.0,728743.1
CUST_HZ2F56,80516.45,77,2.0,Basic,16.0,1368779.65
CUST_HZ2YOD,44665.48,40,1.0,Standard,15.0,714647.68
CUST_HZ5ADV,16659.9,4,3.0,Premium,29.0,499797.00000000006
CUST_HZ8FWV,57404.93,97,2.0,Basic,35.0,2066577.48
CUST_HZCEON,68317.49,79,4.0,Premium,18.0,1298032.31
CUST_HZD2OU,93985.35,170,2.0,Premium,19.0,1879707.0
CUST_HZF1UV,62932.35,53,4.0,Premium,22.0,1447444.05
CUST_HZJM57,93660.83,13,2.0,Standard,35.0,3371789.88
CUST_HZLMIP,2623.96,97,2.0,Premium,26.0,70846.92
CUST_HZN7Y8,87865.98,113,4.0,Standard,24.0,2196649.5
CUST_HZQ0RS,5561.72,149,2.0,Standard,20.0,116796.12000000001
CUST_HZX6KT,96058.04,96,3.0,Basic,15.0,1536928.64
CUST_HZZOSB,92972.12,119,1.0,Basic,25.0,2417275.12
CUST_I0023S,96349.0,153,1.0,Basic,26.0,2601423.0
CUST_I04BOK,90857.97,66,2.0,Premium,7.0,726863.76
CUST_I09EAL,18629.91,46,1.0,Basic,10.0,204929.01
CUST_I0D6YF,36373.43,133,3.0,Basic,1.0,72746.86
CUST_I0E2K3,25489.27,35,4.0,Basic,6.0,178424.89
CUST_I0IT95,61696.25,31,4.0,Basic,8.0,555266.25
CUST_I0J43Y,94720.0,122,3.0,Premium,30.0,2936320.0
CUST_I0K335,2158.49,135,2.0,Premium,15.0,34535.84
CUST_I0LU8G,34187.83,110,2.0,Standard,33.0,1162386.22
CUST_I0OYYY,95949.23,185,3.0,Standard,14.0,1439238.45
CUST_I0PP57,58244.68,56,2.0,Premium,16.0,990159.56
CUST_I0REV2,22098.91,4,4.0,Basic,18.0,419879.29
CUST_I1029S,50926.99,86,3.0,Standard,3.0,203707.96
CUST_I1D8E4,81317.86,9,3.0,Standard,13.0,1138450.04
CUST_I1F6U0,3551.99,52,2.0,Premium,17.0,63935.81999999999
CUST_I1IPGB,51287.89,126,3.0,Premium,11.0,615454.6799999999
CUST_I1P2J0,85329.46,90,2.0,Basic,25.0,2218565.96
CUST_I1QLHI,17037.25,139,4.0,Basic,16.0,289633.25
CUST_I1ZB6H,68912.39,166,2.0,Standard,12.0,895861.07
CUST_I24RD0,25160.35,171,2.0,Standard,23.0,603848.3999999999
CUST_I28SNW,9034.59,159,2.0,Premium,30.0,280072.29
CUST_I2CQWG,30821.27,9,1.0,Standard,25.0,801353.02
CUST_I2DIWM,57129.83,51,2.0,Standard,1.0,114259.66
CUST_I2JPIU,1892.17,146,4.0,Premium,2.0,5676.51
CUST_I2KF9P,85589.26,27,2.0,Basic,32.0,2824445.5799999996
CUST_I2MKQ7,46969.97,18,2.0,Standard,29.0,1409099.1
CUST_I2ONXX,27644.84,129,1.0,Basic,17.0,497607.12
CUST_I2RA5S,91096.33,8,1.0,Basic,29.0,2732889.9
CUST_I2RI8M,72680.34,71,1.0,Standard,7.0,581442.72
CUST_I2T0FY,37785.42,38,3.0,Basic,33.0,1284704.28
CUST_I2VXHA,8022.31,156,3.0,Standard,8.0,72200.79000000001
CUST_I33HZB,52982.48,89,2.0,Standard,17.0,953684.64
CUST_I375TE,22337.59,32,2.0,Premium,23.0,536102.16
CUST_I3FU9E,62150.27,95,2.0,Basic,2.0,186450.81
CUST_I3N9LH,86668.22,64,3.0,Standard,20.0,1820032.62
CUST_I3R957,70029.51,143,1.0,Basic,21.0,1540649.22
CUST_I3TM89,98837.78,142,4.0,Premium,23.0,2372106.7199999997
CUST_I3U3CX,14374.79,71,1.0,Standard,18.0,273121.01
CUST_I3W6B8,40667.52,169,1.0,Basic,2.0,122002.56
CUST_I3Z61Z,42061.91,52,1.0,Standard,35.0,1514228.7600000002
CUST_I40EZ5,96404.63,171,1.0,Standard,25.0,2506520.38
CUST_I4BCOU,2372.94,6,2.0,Basic,2.0,7118.82
CUST_I4BO0M,36833.94,57,2.0,Standard,29.0,1105018.2000000002
CUST_I4LX59,44468.89,141,4.0,Standard,18.0,844908.91
CUST_I4XVC0,60037.9,82,2.0,Basic,21.0,1320833.8
CUST_I4YTYG,43828.57,19,3.0,Basic,33.0,1490171.38
CUST_I4Z6K6,19915.15,9,1.0,Premium,21.0,438133.30000000005
CUST_I50J01,84583.99,53,3.0,Standard,16.0,1437927.83
CUST_I51IC9,78777.94,4,4.0,Standard,23.0,1890670.56
CUST_I559C7,79268.82,69,4.0,Basic,3.0,317075.28
CUST_I594XU,28968.36,179,4.0,Standard,22.0,666272.28
CUST_I5BZVX,65914.82,65,3.0,Premium,5.0,395488.92000000004
CUST_I5ZLYE,16377.28,142,2.0,Premium,7.0,131018.24
CUST_I69X16,8539.4,47,4.0,Standard,23.0,204945.59999999998
CUST_I6D7O7,84049.88,84,2.0,Standard,35.0,3025795.68
CUST_I6FHJT,52267.84,100,4.0,Premium,28.0,1515767.3599999999
CUST_I6SGNB,79619.0,57,1.0,Standard,10.0,875809.0
CUST_I721T5,80784.95,191,2.0,Premium,35.0,2908258.1999999997
CUST_I75PXA,57327.83,178,3.0,Standard,10.0,630606.13
CUST_I792A1,56593.97,118,4.0,Basic,14.0,848909.55
CUST_I7J5C3,20558.39,74,4.0,Standard,17.0,370051.02
CUST_I7JIMO,20771.48,13,2.0,Standard,15.0,332343.68
CUST_I7KR63,50366.16,67,1.0,Basic,28.0,1460618.6400000001
CUST_I7N50L,28369.52,76,1.0,Premium,24.0,709238.0
CUST_I7N54K,89105.76,176,1.0,Standard,5.0,534634.5599999999
CUST_I7QZMU,87029.47,186,1.0,Basic,29.0,2610884.1
CUST_I7ZIIB,9108.44,195,4.0,Premium,10.0,100192.84000000001
CUST_I81S7J,35394.54,103,3.0,Premium,32.0,1168019.82
CUST_I86UPM,68096.17,94,3.0,Premium,5.0,408577.02
CUST_I8G4S7,2560.93,29,4.0,Premium,13.0,35853.02
CUST_I8JD91,86579.07,34,2.0,Basic,12.0,1125527.9100000001
CUST_I8KF18,61601.42,107,4.0,Standard,13.0,862419.88
CUST_I8NQAI,83861.57,65,3.0,Basic,17.0,1509508.2600000002
CUST_I8O8VI,58514.28,170,3.0,Standard,16.0,994742.76
CUST_I8R687,26583.37,176,3.0,Standard,27.0,744334.36
CUST_I8T3ZP,95950.46,26,2.0,Basic,20.0,2014959.6600000001
CUST_I8VNKL,51113.7,116,2.0,Standard,24.0,1277842.5
CUST_I8WWS8,95070.4,20,2.0,Basic,25.0,2471830.4
CUST_I91SYQ,37102.01,155,4.0,Standard,30.0,1150162.31
CUST_I92H6Z,96391.0,91,3.0,Standard,15.0,1542256.0
CUST_I96UMT,45587.25,179,3.0,Premium,6.0,319110.75
CUST_I98O3U,58243.12,122,4.0,Standard,29.0,1747293.6
CUST_I9RTTX,34876.56,185,4.0,Standard,7.0,279012.48
CUST_I9SW2L,98996.81,123,4.0,Standard,2.0,296990.43
CUST_I9YNTO,92681.88,196,3.0,Standard,23.0,2224365.12
CUST_IA8902,77013.95,154,1.0,Premium,22.0,1771320.8499999999
CUST_IAOWTI,65901.36,26,4.0,Standard,31.0,2108843.52
CUST_IAQJNL,32776.41,47,1.0,Premium,30.0,1016068.7100000001
CUST_IAV9LD,86857.94,178,3.0,Basic,35.0,3126885.84
CUST_IB96T5,53089.37,84,1.0,Standard,31.0,1698859.84
CUST_IBN45I,29955.67,92,2.0,Basic,30.0,928625.7699999999
CUST_IBWWLU,96994.7,162,3.0,Basic,32.0,3200825.1
CUST_IBYP4Y,88157.94,41,3.0,Basic,17.0,1586842.92
CUST_IC5HU2,16209.62,122,3.0,Premium,31.0,518707.84
CUST_IC6KOB,23935.61,1,1.0,Standard,1.0,47871.22
CUST_ICG6OI,43042.99,91,2.0,Premium,29.0,1291289.7
CUST_ICMTEF,81493.11,174,1.0,Standard,21.0,1792848.42
CUST_ICSQX3,84142.75,113,3.0,Basic,4.0,420713.75
CUST_ICVZO3,96616.46,99,3.0,Basic,17.0,1739096.28
CUST_ID0BPA,36292.72,71,2.0,Standard,10.0,399219.92000000004
CUST_ID6HLV,12959.19,171,3.0,Standard,14.0,194387.85
CUST_ID9GCG,61262.04,88,3.0,Standard,19.0,1225240.8
CUST_IDS7RV,90158.07,112,2.0,Premium,26.0,2434267.89
CUST_IDWHOC,12305.21,139,3.0,Standard,14.0,184578.15
CUST_IDWJI9,4559.11,189,4.0,Standard,26.0,123095.96999999999
CUST_IDX3ZS,51020.41,185,3.0,Basic,12.0,663265.3300000001
CUST_IDXXOW,51162.2,199,3.0,Basic,9.0,511622.0
CUST_IDZQYB,7445.46,143,3.0,Standard,17.0,134018.28
CUST_IEA963,69382.22,192,1.0,Standard,30.0,2150848.82
CUST_IEBKTB,71939.88,109,2.0,Standard,10.0,791338.68
CUST_IEJ478,1559.19,123,2.0,Premium,19.0,31183.800000000003
CUST_IESJQD,41309.46,28,4.0,Standard,1.0,82618.92
CUST_IF8EIO,98886.96,199,2.0,Premium,11.0,1186643.52
CUST_IF8L80,46346.25,81,4.0,Basic,22.0,1065963.75
CUST_IFALRL,69730.64,110,3.0,Premium,20.0,1464343.44
CUST_IFCYW3,14585.55,134,4.0,Standard,12.0,189612.15
CUST_IFEUT3,4868.52,103,1.0,Standard,3.0,19474.08
CUST_IFG1C7,88507.29,162,4.0,Standard,35.0,3186262.44
CUST_IFKLBY,25560.55,190,4.0,Basic,35.0,920179.7999999999
CUST_IFNPWO,14421.04,46,4.0,Premium,11.0,173052.48
CUST_IFW43S,22614.32,151,4.0,Premium,19.0,452286.4
CUST_IFWTSB,1002.08,60,4.0,Standard,21.0,22045.760000000002
CUST_IFYK1H,56674.0,164,3.0,Premium,34.0,1983590.0
CUST_IG0GPP,16433.15,50,4.0,Basic,12.0,213630.95
CUST_IGDMTQ,44696.1,71,3.0,Basic,9.0,446961.0
CUST_IGEMSG,81092.56,119,1.0,Basic,32.0,2676054.48
CUST_IGLQJO,95828.28,132,2.0,Premium,16.0,1629080.76
CUST_IGRV3Y,20345.24,38,1.0,Premium,18.0,386559.56000000006
CUST_IGW3NO,49434.65,1,4.0,Standard,3.0,197738.6
CUST_IHA7LN,80223.52,102,2.0,Standard,31.0,2567152.64
CUST_IHD6CK,5135.49,106,4.0,Premium,29.0,154064.69999999998
CUST_IHD7C0,95393.74,115,3.0,Premium,9.0,953937.4
CUST_IHF2AE,17350.83,173,4.0,Premium,16.0,294964.11000000004
CUST_IHGGW2,99753.09,116,4.0,Standard,32.0,3291851.9699999997
CUST_IHIRCE,81845.81,32,3.0,Standard,7.0,654766.48
CUST_IHPCWN,3999.72,46,4.0,Standard,13.0,55996.079999999994
CUST_IHPMY6,73107.95,194,4.0,Premium,3.0,292431.8
CUST_IHTX4E,13300.29,140,2.0,Standard,17.0,239405.22000000003
CUST_IHX9PE,64005.83,154,2.0,Basic,19.0,1280116.6
CUST_II321E,77781.85,161,2.0,Premium,9.0,777818.5
CUST_II9YBK,37496.89,25,4.0,Standard,19.0,749937.8
CUST_IIA8S7,17609.75,67,2.0,Basic,16.0,299365.75
CUST_IIFGOK,98462.69,37,4.0,Standard,16.0,1673865.73
CUST_IIIBN4,70164.14,21,1.0,Premium,7.0,561313.12
CUST_IIQ1E0,34418.67,159,1.0,Premium,12.0,447442.70999999996
CUST_IISZQT,8892.05,84,3.0,Standard,15.0,142272.8
CUST_IIVB94,66732.64,122,2.0,Basic,8.0,600593.76
CUST_IJE1BJ,11958.44,24,1.0,Standard,7.0,95667.52
CUST_IJELKI,43520.89,149,2.0,Premium,7.0,348167.12
CUST_IJFB93,3137.25,114,1.0,Basic,12.0,40784.25
CUST_IJJL4P,92463.56,100,3.0,Standard,14.0,1386953.4
CUST_IJKSIH,38092.68,14,1.0,Standard,18.0,723760.92
CUST_IJLDT4,76466.62,119,1.0,Standard,6.0,535266.34
CUST_IJMFCA,89198.29,39,1.0,Premium,23.0,2140758.96
CUST_IJNY9O,17974.98,99,2.0,Premium,14.0,269624.7
CUST_IJP6O4,54111.06,198,2.0,Basic,34.0,1893887.0999999999
CUST_IJPJFM,51788.93,70,2.0,Premium,24.0,1294723.25
CUST_IK18OK,93664.54,186,3.0,Premium,9.0,936645.3999999999
CUST_IK7XU1,22795.12,117,4.0,Basic,3.0,91180.48
CUST_IKDQDR,87566.95,40,1.0,Basic,35.0,3152410.1999999997
CUST_IKK765,30102.09,191,3.0,Basic,28.0,872960.61
CUST_IKSOD8,9302.43,89,1.0,Standard,9.0,93024.3
CUST_IKV0HK,24225.28,126,3.0,Premium,8.0,218027.52
CUST_IL1EM6,47123.3,104,2.0,Premium,17.0,848219.4
CUST_IL6GOP,95942.77,27,2.0,Standard,12.0,1247256.01
CUST_ILCQNG,98922.67,141,3.0,Standard,8.0,890304.03
CUST_ILEF9O,58856.46,58,3.0,Basic,14.0,882846.9
CUST_ILHS6S,77699.68,175,4.0,Premium,18.0,1476293.92
CUST_ILIY15,56204.99,59,4.0,Basic,32.0,1854764.67
CUST_ILL1Q3,77544.9,99,3.0,Premium,7.0,620359.2
CUST_ILLVDY,86725.62,144,2.0,Premium,33.0,2948671.08
CUST_ILM6K4,52670.26,39,4.0,Standard,6.0,368691.82
CUST_ILTJFI,55758.27,64,4.0,Standard,12.0,724857.51
CUST_ILZN0Y,48817.57,64,2.0,Standard,29.0,1464527.1
CUST_IM02UW,22022.92,145,1.0,Basic,8.0,198206.27999999997
CUST_IM3NUJ,66779.06,87,1.0,Basic,1.0,133558.12
CUST_IMAH88,42337.24,127,4.0,Premium,1.0,84674.48
CUST_IMCX05,36439.09,191,3.0,Basic,18.0,692342.71
CUST_IMDOOM,20950.37,173,2.0,Premium,2.0,62851.11
CUST_IMGE3N,64054.46,134,2.0,Basic,19.0,1281089.2
CUST_IMLJO8,35088.92,177,3.0,Basic,21.0,771956.24
CUST_IMX37T,30475.37,70,3.0,Standard,14.0,457130.55
CUST_IMX6R1,31396.03,118,3.0,Basic,18.0,596524.57
CUST_IN7WH3,24151.67,36,2.0,Premium,14.0,362275.05
CUST_INE9H6,1065.44,90,3.0,Basic,22.0,24505.120000000003
CUST_INFNKP,44353.16,177,1.0,Premium,30.0,1374947.9600000002
CUST_INGPEC,58369.85,192,2.0,Premium,29.0,1751095.5
CUST_INNGT4,47367.04,167,1.0,Standard,31.0,1515745.28
CUST_INTF3G,1390.93,68,1.0,Basic,18.0,26427.670000000002
CUST_IO1XEC,72703.03,110,4.0,Basic,18.0,1381357.57
CUST_IO2WC3,73699.08,134,4.0,Premium,12.0,958088.04
CUST_IOBZRB,4579.19,34,2.0,Standard,24.0,114479.74999999999
CUST_IOELT6,29981.3,73,4.0,Premium,20.0,629607.2999999999
CUST_IOJL25,70270.76,57,4.0,Standard,23.0,1686498.2399999998
CUST_IOK04E,13894.55,86,1.0,Premium,23.0,333469.19999999995
CUST_IP3C98,73680.71,153,4.0,Premium,34.0,2578824.85
CUST_IP4F3H,46433.54,64,1.0,Standard,8.0,417901.86
CUST_IPO519,97238.79,139,1.0,Basic,28.0,2819924.9099999997
CUST_IPT628,48588.91,71,2.0,Standard,28.0,1409078.3900000001
CUST_IPT8E5,33352.26,164,1.0,Basic,21.0,733749.7200000001
CUST_IPUO9K,81539.18,142,3.0,Premium,18.0,1549244.42
