Month,Discount_Level,Conversions,Revenue_Generated
2036-10,50,140,58514.28
2036-10,57,1385,117359.1
2036-10,61,976,17732.36
2036-11,13,1059,69783.9
2036-11,15,722,97949.22
2036-11,19,885,61862.58
2036-11,22,329,31326.87
2036-11,24,554,77556.21
2036-11,25,531,68317.49
2036-11,30,821,2589.35
2036-11,31,290,28540.33
2036-11,32,490,27226.15
2036-11,33,1733,125261.45
2036-11,34,321,66121.42
2036-11,35,745,73241.15
2036-11,37,804,9317.19
2036-11,38,360,47133.96
2036-11,43,1127,85195.71
2036-11,46,312,111527.25
2036-11,49,404,60981.4
2036-11,50,165,87833.38
2036-11,51,271,12326.7
2036-11,54,23,15301.28
2036-11,56,297,64465.17
2036-11,58,418,3137.25
2036-11,59,831,8256.22
2036-11,61,291,74013.16
2036-11,62,469,2426.09
2036-11,63,476,53222.79
2036-11,68,849,71775.04
2036-11,69,743,50983.74
2036-12,10,340,51592.18
2036-12,15,337,77939.55
2036-12,16,290,5542.62
2036-12,17,1329,158944.97999999998
2036-12,18,378,45830.81
2036-12,20,2333,123077.01
2036-12,21,342,54290.46
2036-12,23,423,57423.06
2036-12,25,796,61953.950000000004
2036-12,26,642,72863.66
2036-12,27,435,46762.52
2036-12,28,1437,71853.35
2036-12,29,939,59261.56
2036-12,34,894,28794.63
2036-12,41,563,53990.59
2036-12,42,355,53061.72
2036-12,44,232,85520.35
2036-12,47,65,9582.77
2036-12,48,865,65970.86
2036-12,49,970,79454.38
2036-12,54,75,30377.83
2036-12,56,906,105457.71
2036-12,57,751,79879.77
2036-12,65,235,29509.52
2036-12,66,762,97171.92
2036-12,69,280,164594.0
2037-01,11,901,75787.29
2037-01,14,1742,76657.16
2037-01,15,842,19764.4
2037-01,18,1968,207219.45
2037-01,19,1054,99712.53
2037-01,29,292,78809.04
2037-01,30,408,31458.78
2037-01,31,173,72290.0
2037-01,32,316,90249.14
2037-01,33,1062,85656.57999999999
2037-01,37,387,72415.62
2037-01,46,1351,86695.63
2037-01,49,346,57751.12
2037-01,52,481,22607.37
2037-01,54,755,40355.61
2037-01,55,224,52686.71
2037-01,56,727,52843.28
2037-01,57,308,2725.06
2037-01,62,802,99521.42
2037-01,63,570,85004.7
2037-01,64,555,95832.06
2037-01,68,991,30695.49
2037-02,10,122,86049.29
2037-02,15,218,96302.45
2037-02,18,319,89063.95
2037-02,20,1272,88704.48999999999
2037-02,26,912,78328.37
2037-02,27,15,32145.31
2037-02,29,759,39983.41
2037-02,31,367,24909.62
2037-02,33,834,99328.73
2037-02,34,706,27630.09
2037-02,38,572,74150.39
2037-02,41,288,33196.54
2037-02,47,690,45579.44
2037-02,48,830,140231.85
2037-02,51,74,34225.83
2037-02,52,23,72861.78
2037-02,59,874,22273.28
2037-02,60,216,44241.95
2037-02,62,583,34578.81
2037-03,13,870,37102.01
2037-03,17,375,99035.08
2037-03,18,26,71396.43
2037-03,20,963,158464.0
2037-03,23,1063,97563.23999999999
2037-03,24,237,28675.14
2037-03,30,716,3527.97
2037-03,33,887,53160.15
2037-03,36,781,95740.12
2037-03,38,74,29492.91
2037-03,40,235,4859.54
2037-03,44,789,78440.27
2037-03,45,1253,52070.66
2037-03,46,1273,105400.69
2037-03,47,856,61869.82
2037-03,50,321,60725.6
2037-03,52,918,86339.82
2037-03,53,714,109558.51
2037-03,56,850,60558.95
2037-03,57,717,27896.86
2037-03,60,1367,107941.70000000001
2037-03,63,377,59785.78
2037-03,64,452,65795.15
2037-03,65,788,69471.7
2037-03,66,167,24648.86
2037-03,67,539,16741.55
2037-04,11,482,4533.44
2037-04,12,359,34934.19
2037-04,14,63,80473.3
2037-04,15,10,92789.38
2037-04,16,148,78119.58
2037-04,19,726,140941.08000000002
2037-04,32,796,85900.94
2037-04,41,827,61831.46
2037-04,44,727,82611.78
2037-04,46,965,87778.05
2037-04,48,579,70611.83
2037-04,49,412,23504.32
2037-04,52,902,50169.27
2037-04,54,974,96291.44
2037-04,56,1543,188418.24
2037-04,60,573,83732.31
2037-04,61,876,38505.63
2037-04,63,798,47520.66
2037-04,65,597,16976.2
2037-04,66,668,76559.12
2037-04,68,340,26153.49
2037-04,69,206,52646.07
2037-05,13,1407,147707.97999999998
2037-05,15,561,79376.04
2037-05,16,194,89863.59
2037-05,18,1101,54775.28
2037-05,19,402,100544.19
2037-05,20,966,46519.21
2037-05,21,538,49435.53
2037-05,22,938,36988.99
2037-05,28,18,20792.67
2037-05,31,688,9530.52
2037-05,36,827,12381.18
2037-05,37,446,38611.3
2037-05,39,905,3702.14
2037-05,41,286,68852.15
2037-05,42,127,64798.51
2037-05,43,24,36484.46
2037-05,44,402,31048.46
2037-05,47,1158,123016.85
2037-05,48,525,57250.31
2037-05,50,642,6004.17
2037-05,51,616,20519.84
2037-05,53,908,114431.5
2037-05,55,310,30190.11
2037-05,56,386,55628.67
2037-05,58,364,52742.02
2037-05,59,995,28824.08
2037-05,62,943,80095.52
2037-05,63,678,34769.62
2037-05,66,1342,105207.86
2037-05,67,492,78146.22
2037-05,68,702,29106.6
2037-06,11,995,87098.84
2037-06,16,318,46926.23
2037-06,19,901,79393.37
2037-06,23,584,13486.57
2037-06,24,378,68342.76
2037-06,29,969,93439.42
2037-06,30,798,19928.5
2037-06,31,641,58132.44
2037-06,39,30,95259.48
2037-06,42,509,64681.14
2037-06,43,644,18173.6
2037-06,44,150,44820.24
2037-06,46,443,12011.57
2037-06,47,682,78240.13
2037-06,49,422,70233.76000000001
2037-06,50,180,31818.36
2037-06,59,183,15777.65
2037-06,64,103,75027.19
2037-06,65,863,89338.71
2037-06,66,931,40982.81
2037-06,68,189,60654.83
2037-06,69,941,137975.76
2037-07,12,530,40804.89
2037-07,13,186,53042.88
2037-07,14,380,86784.2
2037-07,16,775,42119.75
2037-07,17,893,136050.5
2037-07,20,147,61194.72
2037-07,22,294,49947.93
2037-07,23,881,177800.12
2037-07,26,78,85914.32
2037-07,29,109,67888.3
2037-07,32,1664,178581.03
2037-07,37,400,46682.43
2037-07,39,360,98230.78
2037-07,40,905,71554.03
2037-07,41,343,56742.63
2037-07,43,187,57611.41
2037-07,45,1014,131421.85
2037-07,46,1009,64322.939999999995
2037-07,52,991,102275.51000000001
2037-07,53,376,11982.06
2037-07,54,876,149693.64
2037-07,55,1853,168987.46
2037-07,58,606,34895.86
2037-07,60,110,3406.32
2037-07,62,974,172707.61
2037-07,64,742,88912.21
2037-07,68,622,5104.24
2037-07,69,277,67391.3
2037-08,11,801,6808.23
2037-08,12,422,39690.41
2037-08,13,449,89307.12
2037-08,14,309,37563.18
2037-08,17,243,12797.21
2037-08,20,697,25111.91
2037-08,21,1400,99115.69
2037-08,24,497,40477.4
2037-08,27,618,88647.31
2037-08,28,414,29076.18
2037-08,33,436,65453.979999999996
2037-08,34,83,84977.59
2037-08,37,294,12471.77
2037-08,41,470,76139.53
2037-08,43,88,47973.07
2037-08,44,898,64869.37
2037-08,47,13,43777.55
2037-08,48,799,96240.85999999999
2037-08,53,580,48190.72
2037-08,54,566,71304.37
2037-08,58,602,80230.93
2037-08,66,390,40369.99
2037-08,67,438,16551.64
2037-08,68,162,29016.98
2037-09,15,905,78043.81
2037-09,18,578,22999.41
2037-09,19,1037,123827.45999999999
2037-09,20,358,30304.37
2037-09,25,578,71737.45
2037-09,27,369,95644.99
2037-09,34,635,35707.24
2037-09,36,281,65733.84
2037-09,43,397,67286.62
2037-09,48,893,94427.81
2037-09,54,642,47070.46
2037-09,55,904,89776.07
2037-09,56,978,79908.77
2037-09,58,356,23101.49
2037-09,62,582,56271.96
2037-10,10,96,17345.6
2037-10,13,516,15264.15
2037-10,15,1773,48016.33
2037-10,21,622,33982.6
2037-10,22,943,63727.61
2037-10,23,168,28862.82
2037-10,26,703,71323.97
2037-10,27,896,83001.86
2037-10,31,15,24058.03
2037-10,33,833,83016.23
2037-10,35,854,93968.03
2037-10,38,1698,58308.740000000005
2037-10,39,48,9930.69
2037-10,40,370,51268.08
2037-10,42,846,147540.69
2037-10,43,935,85159.16
2037-10,47,954,33426.66
2037-10,48,735,166350.07
2037-10,51,1246,52640.68
2037-10,53,473,88411.75
2037-10,54,43,34411.31
2037-10,55,845,43545.23
2037-10,58,464,28652.97
2037-10,60,772,70964.59
2037-10,62,1032,23308.75
2037-10,63,751,27925.1
2037-10,64,127,82656.92
2037-10,68,729,80763.92
2037-11,10,662,30868.86
2037-11,26,639,44147.34
2037-11,28,1933,137175.31
2037-11,30,869,51051.61
2037-11,31,1307,126268.98
2037-11,34,1321,55152.75
2037-11,41,583,61056.28
2037-11,42,610,71431.51000000001
2037-11,43,687,40140.23
2037-11,47,215,31321.77
2037-11,49,885,37556.92
2037-11,51,723,54531.49
2037-11,52,421,164234.25
2037-11,53,756,91173.05
2037-11,58,1797,104165.13
2037-11,60,111,70758.6
2037-11,64,821,20425.78
2037-11,65,28,67733.24
2037-11,67,929,47442.52
2037-11,69,887,74332.77
2037-12,10,567,64949.53
2037-12,17,290,18294.35
2037-12,19,139,26967.82
2037-12,20,342,87930.1
2037-12,22,732,31476.15
2037-12,23,512,8341.62
2037-12,24,1004,146361.61000000002
2037-12,26,618,2164.53
2037-12,27,850,21931.47
2037-12,34,613,10047.24
2037-12,37,1396,94112.48
2037-12,41,647,51878.87
2037-12,43,412,72048.02
2037-12,45,622,44931.85
2037-12,48,22,77086.8
2037-12,49,679,70884.47
2037-12,51,802,72599.7
2037-12,52,821,41996.07
2037-12,55,1027,125178.81999999999
2037-12,57,1566,115776.96
2037-12,60,469,45365.79
2038-01,12,282,74355.96
2038-01,15,385,136201.1
2038-01,19,898,84493.01
2038-01,21,1407,133128.51
2038-01,22,995,95587.88
2038-01,25,323,1971.75
2038-01,26,30,60582.78
2038-01,29,786,23459.89
2038-01,35,1576,113843.85
2038-01,36,755,42108.87
2038-01,38,368,96125.94
2038-01,42,301,14167.11
2038-01,43,947,59146.61
2038-01,44,601,6563.82
2038-01,46,426,85184.78
2038-01,50,949,102330.87
2038-01,52,252,37712.35
2038-01,54,368,62638.84
2038-01,57,138,28100.18
2038-01,59,1037,144738.99
2038-01,60,164,58400.62
2038-01,61,194,73626.01
2038-01,65,740,93784.09
2038-02,10,544,3097.14
2038-02,11,414,30564.7
2038-02,13,572,74068.81
2038-02,15,372,53710.38
2038-02,21,432,23721.07
2038-02,26,209,65914.82
2038-02,27,933,84394.89
2038-02,32,609,61837.41
2038-02,35,698,21546.62
2038-02,36,386,57426.9
2038-02,38,974,142372.57
2038-02,45,345,88157.94
2038-02,50,597,71253.16
2038-02,52,172,33412.62
2038-02,57,850,96567.34
2038-02,58,36,76437.34
2038-02,60,693,94465.85
2038-02,62,1293,133270.76
2038-02,68,42,14352.5
2038-03,10,541,44429.13
2038-03,13,313,82177.81
2038-03,15,945,94047.92
2038-03,16,1239,31469.010000000002
2038-03,17,619,71317.46
2038-03,18,418,51582.58
2038-03,19,260,56797.66
2038-03,20,563,103847.5
2038-03,25,1257,85038.18
2038-03,27,434,5070.21
2038-03,28,419,55245.15
2038-03,31,1206,109543.32
2038-03,34,614,36912.77
2038-03,37,259,2970.19
2038-03,41,1672,13912.95
2038-03,42,490,97751.28
2038-03,44,373,29976.79
2038-03,45,217,21767.75
2038-03,47,980,39698.78
2038-03,48,257,41098.03
2038-03,49,688,65229.09
2038-03,51,228,10366.0
2038-03,52,652,84375.48
2038-03,55,211,32572.52
2038-03,61,1405,69954.78
2038-03,62,441,8178.44
2038-03,64,722,68615.3
2038-03,66,128,44064.29
2038-03,68,16,60272.91
2038-03,69,1488,77298.33
2038-04,11,1096,109513.86
2038-04,13,472,23417.44
2038-04,14,550,43452.79
2038-04,19,774,28726.37
2038-04,20,10,44678.11
2038-04,23,989,5042.03
2038-04,24,400,67636.48
2038-04,25,1250,236086.66999999998
2038-04,26,563,92150.4
2038-04,28,945,24846.76
2038-04,29,349,95260.16
2038-04,30,801,84361.2
2038-04,31,606,69424.5
2038-04,33,538,146146.36
2038-04,34,93,85707.76
2038-04,35,259,7089.05
2038-04,36,440,79856.05
2038-04,40,643,23463.89
2038-04,41,139,54459.73
2038-04,42,16,81193.61
2038-04,47,969,49781.05
2038-04,49,369,64480.27
2038-04,58,877,43140.83
2038-04,59,560,28717.34
2038-04,60,338,9021.69
2038-04,61,891,136391.44
2038-04,62,929,9104.55
2038-04,63,469,45063.04
2038-04,64,1769,100945.91
2038-04,69,839,121419.09
2038-05,12,184,41655.25
2038-05,14,1287,47783.82000000001
2038-05,19,210,67761.51
2038-05,20,67,96986.34
2038-05,21,723,73918.77
2038-05,22,121,47408.07
2038-05,25,809,32315.87
2038-05,26,176,75776.46
2038-05,27,417,75977.14
2038-05,28,826,21774.18
2038-05,29,192,53977.62
2038-05,32,942,123308.72
2038-05,34,703,64054.46
2038-05,35,86,78803.73
2038-05,38,17,85836.59
2038-05,41,2379,106764.92000000001
2038-05,42,1296,128016.02
2038-05,44,557,89090.31
2038-05,45,969,39154.54
2038-05,49,628,88605.11
2038-05,50,764,156091.82
2038-05,51,807,14856.32
2038-05,55,996,64263.91
2038-05,56,928,13302.52
2038-05,59,23,13302.9
2038-05,60,851,39298.05
2038-05,61,484,26524.05
2038-05,64,794,26502.17
2038-05,67,1775,97740.78
2038-06,10,500,35681.11
2038-06,12,442,46734.25
2038-06,13,662,47357.97
2038-06,15,731,95443.29
2038-06,19,818,46895.67
2038-06,22,971,41388.11
2038-06,23,178,67163.03
2038-06,24,389,90333.59
2038-06,25,401,17811.61
2038-06,28,703,45249.52
2038-06,29,353,73489.77
2038-06,34,495,80913.37
2038-06,37,650,57974.21
2038-06,38,929,31493.81
2038-06,39,950,27441.11
2038-06,42,224,31251.02
2038-06,43,978,72955.49
2038-06,44,1642,161137.31
2038-06,51,625,75795.59
2038-06,54,580,43048.07
2038-06,69,580,52583.14
2038-07,10,681,42876.79
2038-07,11,1005,86743.38
2038-07,14,659,7208.47
2038-07,15,1127,77119.68
2038-07,16,651,57436.85
2038-07,18,256,61480.13
2038-07,22,738,50213.51
2038-07,27,750,36167.11
2038-07,28,66,27878.52
2038-07,29,495,79092.17
2038-07,31,586,7916.04
2038-07,35,771,46884.34
2038-07,36,637,9518.07
2038-07,38,108,7861.04
2038-07,41,1409,52922.58
2038-07,44,505,65570.72
2038-07,46,277,84062.18
2038-07,49,44,98582.6
2038-07,50,562,40425.98
2038-07,54,861,50665.38
2038-07,55,665,20172.66
2038-07,58,748,41251.89
2038-07,60,657,86307.65
2038-07,62,530,86994.07
2038-07,64,847,42375.62
2038-07,65,2,70133.58
2038-07,68,872,55376.64
2038-07,69,248,100456.39
2038-08,10,320,65517.67
2038-08,12,667,99215.41
2038-08,14,1810,104455.83
2038-08,17,28,143086.52
2038-08,21,792,41298.26
2038-08,22,270,9882.84
2038-08,25,744,79918.19
2038-08,30,831,35690.43
2038-08,32,218,78896.18
2038-08,33,742,51631.38
2038-08,34,657,39350.03
2038-08,45,264,81447.81
2038-08,46,1939,32838.880000000005
2038-08,53,706,13342.56
2038-08,55,879,57602.45
2038-08,56,693,49180.75
2038-08,57,478,8462.55
2038-08,58,1143,106791.79999999999
2038-08,59,1478,126277.0
2038-08,65,873,41004.46
2038-08,68,873,17316.36
2038-09,10,474,81072.26
2038-09,14,135,70755.79
2038-09,15,369,61003.25
2038-09,16,1013,49642.21000000001
2038-09,18,470,38224.92
2038-09,20,79,81990.43
2038-09,26,586,70403.61
2038-09,27,68,39071.82
2038-09,31,812,75459.77
2038-09,33,158,17855.35
2038-09,35,158,59384.0
2038-09,37,406,83810.18
2038-09,39,1104,27337.5
2038-09,40,205,73727.09
2038-09,42,364,41759.93
2038-09,44,346,88079.82
2038-09,46,600,62126.2
2038-09,47,95,90875.89
2038-09,49,245,93199.37
2038-09,51,1737,134102.5
2038-09,55,707,22178.95
2038-09,57,506,69283.69
2038-09,65,474,38147.37
2038-09,68,687,86002.38
2038-10,11,631,96196.84
2038-10,13,1472,155998.87
2038-10,14,1398,45933.75
2038-10,15,968,19567.28
2038-10,16,190,42553.96
2038-10,18,847,84419.06
2038-10,24,98,72816.02
2038-10,27,628,177849.93
2038-10,31,1424,114288.4
2038-10,33,386,64250.6
2038-10,34,146,35836.79
2038-10,36,68,33191.57
2038-10,40,425,55482.94
2038-10,42,304,31571.92
2038-10,44,757,75221.56
2038-10,45,454,57121.53
2038-10,46,5,66196.96
2038-10,47,525,92932.05
2038-10,54,929,35977.04
2038-10,57,784,27441.62
2038-10,59,319,78574.62
2038-10,60,204,39060.26
2038-10,65,236,41166.97
2038-10,68,287,88950.75
2038-11,10,804,97204.38
2038-11,12,897,95155.96
2038-11,14,481,32089.91
2038-11,15,863,51274.93
2038-11,16,553,90360.38
2038-11,17,648,69977.9
2038-11,21,642,17461.29
2038-11,23,476,73957.1
2038-11,26,1213,69529.78
2038-11,27,149,37341.8
2038-11,29,1389,93525.1
2038-11,33,222,87195.8
2038-11,35,862,80282.77
2038-11,36,434,45140.81
2038-11,37,755,1869.31
2038-11,39,133,13675.78
2038-11,41,451,61561.95
2038-11,48,513,80859.31
2038-11,50,383,66315.33
2038-11,52,616,93036.45
2038-11,53,581,75408.01
2038-11,54,3002,114881.74
2038-11,55,514,49080.94
2038-11,56,824,84940.26
2038-11,58,324,51646.58
2038-11,60,396,79864.21
2038-11,62,596,48310.26
2038-11,64,988,62656.1
2038-11,66,342,99892.02
2038-12,10,424,20610.98
2038-12,14,918,121989.72
2038-12,20,907,14554.58
2038-12,21,719,46375.32
2038-12,23,548,9863.05
2038-12,24,289,61463.93
2038-12,26,743,27403.14
2038-12,33,24,5455.87
2038-12,40,549,49177.18
2038-12,44,996,57763.73
2038-12,45,176,96351.73
2038-12,47,716,7347.85
2038-12,53,702,8057.94
2038-12,54,1371,199994.19
2038-12,56,688,29367.74
2038-12,58,357,65651.91
2038-12,60,345,88998.06
2038-12,61,139,49796.32
2038-12,67,525,44961.18
2038-12,68,389,47346.82
2039-01,12,1037,30061.28
2039-01,14,159,18042.47
2039-01,24,914,49723.7
2039-01,25,788,80612.65
2039-01,27,567,88339.49
2039-01,28,1235,139379.43
2039-01,29,96,56261.72
2039-01,30,319,39927.14
2039-01,32,657,81742.69
2039-01,35,933,118818.5
2039-01,37,852,32753.6
2039-01,40,69,7471.32
2039-01,49,1180,115420.85
2039-01,53,334,39197.91
2039-01,55,1115,120939.43
2039-01,63,58,90697.97
2039-01,64,813,41287.78
2039-01,65,511,94999.3
2039-01,67,672,84007.29
2039-02,13,391,20394.01
2039-02,14,155,49965.22
2039-02,18,1122,169813.2
2039-02,25,654,60718.24
2039-02,31,788,39681.19
2039-02,33,19,89651.45
2039-02,37,263,53010.65
2039-02,41,565,59635.34
2039-02,42,1233,195005.53
2039-02,48,26,11119.21
2039-02,50,368,122069.79999999999
2039-02,51,49,23180.95
2039-02,52,192,62838.36
2039-02,55,697,116885.37
2039-02,56,1388,102394.28
2039-02,58,1211,141048.95
2039-02,62,484,58167.479999999996
2039-02,64,1166,71321.98
2039-02,67,779,66834.81
2039-02,69,994,8715.8
2039-03,16,567,3197.85
2039-03,17,662,16963.68
2039-03,18,845,50816.99
2039-03,22,412,78562.57999999999
2039-03,23,877,65803.52
2039-03,24,730,91646.11
2039-03,25,1383,144588.37
2039-03,28,599,58571.5
2039-03,29,385,77950.33
2039-03,30,139,87980.04
2039-03,33,502,8097.44
2039-03,39,95,24549.46
2039-03,42,823,81549.66
2039-03,43,87,50058.59
2039-03,49,255,64526.31
2039-03,51,269,87904.20000000001
2039-03,53,587,30582.33
2039-03,54,752,76079.72
2039-03,57,562,25309.28
2039-03,59,153,65389.38
2039-03,62,326,25674.78
2039-03,64,530,73044.0
2039-03,66,606,45033.15
2039-03,67,423,12006.52
2039-04,12,192,9473.72
2039-04,14,949,5668.18
2039-04,16,837,6217.57
2039-04,17,368,74157.79
2039-04,18,323,54245.16
2039-04,23,262,28782.88
2039-04,25,863,86173.77
2039-04,27,926,81645.28
2039-04,28,954,38668.05
2039-04,29,6,20558.39
2039-04,30,1376,86107.22
2039-04,31,734,99960.31
2039-04,37,959,94660.02
2039-04,38,635,68918.4
2039-04,39,918,66173.26
2039-04,41,519,27163.5
2039-04,44,488,42674.55
2039-04,45,1782,102286.95
2039-04,47,405,100008.73999999999
2039-04,49,999,64551.68
2039-04,51,941,15387.66
2039-04,53,236,62742.13
2039-04,54,418,80926.13
2039-04,55,697,7343.98
2039-04,57,471,28013.23
2039-04,63,124,13103.97
2039-04,68,639,57144.37
2039-05,12,942,56025.11
2039-05,17,588,91019.37
2039-05,18,814,53998.33
2039-05,19,484,15797.06
2039-05,20,1801,109247.86
2039-05,21,657,14062.2
2039-05,22,220,55368.03
2039-05,23,349,57450.79
2039-05,24,582,64792.66
2039-05,25,549,9496.91
2039-05,27,350,93362.31
2039-05,28,192,21207.53
2039-05,29,1120,32870.7
2039-05,30,121,29078.09
2039-05,31,375,15933.35
2039-05,33,887,45627.58
2039-05,37,750,90826.22
2039-05,38,937,21843.27
2039-05,39,322,94869.52
2039-05,40,73,7284.88
2039-05,41,249,41309.82
2039-05,43,137,55283.85
2039-05,44,798,62145.59
2039-05,45,570,25059.07
2039-05,46,35,14176.92
2039-05,49,1764,5964.57
2039-05,50,632,5801.58
2039-05,51,1211,156825.94
2039-05,52,577,85264.61
2039-05,54,76,20386.45
2039-05,60,389,4231.75
2039-05,66,921,34753.18
2039-06,10,225,95532.28
2039-06,11,111,98083.61
2039-06,18,38,40798.2
2039-06,19,169,14113.45
2039-06,20,768,13545.35
2039-06,27,14,94873.61
2039-06,28,594,48852.5
2039-06,29,742,115414.23
2039-06,35,1299,82169.78
2039-06,36,71,16394.2
2039-06,37,456,56399.9
2039-06,39,928,130385.01
2039-06,40,965,66801.27
2039-06,42,125,68930.0
2039-06,43,70,37953.1
2039-06,44,867,98204.56
2039-06,46,765,79729.28
2039-06,48,380,7762.69
2039-06,49,274,52150.15
2039-06,50,165,63133.49
2039-06,57,59,14097.89
2039-06,61,275,87081.18
2039-06,62,165,37937.25
2039-06,67,595,44623.09
2039-06,69,1150,116071.57999999999
2039-07,13,967,59329.44
2039-07,14,692,53492.18
2039-07,19,596,1983.09
2039-07,20,802,26795.34
2039-07,21,735,24423.7
2039-07,24,26,91402.31
2039-07,25,398,10589.24
2039-07,27,203,93052.4
2039-07,28,471,49089.5
2039-07,29,476,114892.32
2039-07,30,25,10227.53
2039-07,31,664,106773.26000000001
2039-07,32,1081,142284.26
2039-07,33,976,20019.8
2039-07,35,937,53977.69
2039-07,39,1858,123571.05
2039-07,41,118,12959.19
2039-07,42,915,67738.86
2039-07,44,650,77091.71
2039-07,45,652,56665.3
2039-07,46,812,138132.52
2039-07,48,931,39986.26
2039-07,49,984,40746.06
2039-07,51,240,264055.68
2039-07,54,1822,181074.94
2039-07,55,915,43487.93
2039-07,58,333,38459.99
2039-07,64,2580,100231.34
2039-07,66,262,70370.51
2039-07,68,95,72529.3
2039-07,69,652,90224.62
2039-08,14,1637,77944.26000000001
2039-08,18,1032,150797.88
2039-08,20,677,49325.85
2039-08,21,700,116619.7
2039-08,25,1701,120693.32
2039-08,26,34,57448.3
2039-08,27,1180,129675.83
2039-08,34,257,146631.6
2039-08,37,804,96643.07
2039-08,38,652,123467.06
2039-08,43,527,2832.46
2039-08,52,1620,115746.27
2039-08,54,613,34916.23
2039-08,58,83,17971.82
2039-08,59,893,60727.73
2039-08,61,200,34348.18
2039-08,63,179,56500.18
2039-08,65,986,89687.37
2039-09,12,85,34611.06
2039-09,14,441,85659.03
2039-09,15,995,25550.07
2039-09,16,1275,55671.299999999996
2039-09,18,1552,97337.17
2039-09,20,761,26296.17
2039-09,21,565,28815.47
2039-09,24,326,1608.8
2039-09,25,579,78543.97
2039-09,29,745,10963.23
2039-09,31,333,52238.45
2039-09,32,974,10351.17
2039-09,35,71,15785.01
2039-09,39,905,70610.3
2039-09,42,954,80113.91
2039-09,45,979,57722.1
2039-09,47,235,70780.48
2039-09,52,1024,116244.04
2039-09,53,1320,143500.16
2039-09,57,592,67709.25
2039-09,66,204,7970.7
2039-09,68,1380,244594.84000000003
2039-10,10,1775,67007.34
2039-10,19,686,12596.68
2039-10,22,835,82241.57
2039-10,23,799,64330.88
2039-10,27,281,95194.57
2039-10,30,560,14107.18
2039-10,31,1408,156690.14
2039-10,32,245,13289.6
2039-10,33,616,6225.46
2039-10,34,543,65600.27
2039-10,36,266,20336.78
2039-10,37,591,40714.96
2039-10,39,862,75858.11
2039-10,40,244,53131.68
2039-10,41,776,108965.1
2039-10,47,659,25269.31
2039-10,48,542,36400.6
2039-10,51,910,114646.44
2039-10,57,387,93552.18
2039-10,58,728,2515.19
2039-10,61,942,55903.66
2039-10,64,467,64322.79
2039-10,67,670,71633.31
2039-10,69,291,131518.41
2039-11,12,409,86782.74
2039-11,13,589,6440.66
2039-11,14,746,63266.97
2039-11,15,181,45706.41
2039-11,20,152,55847.43
2039-11,23,2724,42501.67
2039-11,24,837,51406.69
2039-11,25,1137,70697.63
2039-11,33,896,45389.03
2039-11,34,86,35836.31
2039-11,35,927,66894.89
2039-11,36,967,20903.43
2039-11,38,695,33374.55
2039-11,41,2083,142212.56
2039-11,42,659,30478.84
2039-11,43,97,67453.25
2039-11,48,285,4125.98
2039-11,50,456,86900.84
2039-11,52,866,39140.43
2039-11,57,254,16723.49
2039-11,59,613,67772.5
2039-11,60,585,157423.65
2039-11,63,200,64360.76
2039-11,65,940,69695.15
2039-12,18,168,62314.88
2039-12,23,964,89481.8
2039-12,24,348,13691.54
2039-12,26,225,25855.41
2039-12,28,1034,123923.49
2039-12,29,111,97294.66
2039-12,33,392,24162.02
2039-12,36,720,36055.54
2039-12,37,588,37391.94
2039-12,40,1367,126404.60999999999
2039-12,43,363,67675.04
2039-12,45,242,76760.82
2039-12,46,1108,107680.98
2039-12,49,34,40364.04
2039-12,51,116,81697.22
2039-12,53,481,34187.83
2039-12,57,120,77296.87
2039-12,59,746,35676.01
2039-12,60,763,4438.76
2039-12,61,1267,29188.129999999997
2039-12,63,237,55442.12
2040-01,10,731,26117.05
2040-01,12,126,11328.3
2040-01,16,674,87548.73
2040-01,17,437,85222.06
2040-01,18,42,65874.7
2040-01,19,657,31008.19
2040-01,20,1835,126983.07999999999
2040-01,26,529,5849.23
2040-01,35,987,10497.59
2040-01,39,707,47295.88
2040-01,40,657,137900.93
2040-01,41,405,38059.18
2040-01,42,498,90530.74
2040-01,45,1741,130263.57
2040-01,47,294,67449.07
2040-01,49,415,64835.13
2040-01,51,1233,42220.68
2040-01,52,1,41566.26
2040-01,53,729,95942.77
2040-01,56,135,59621.22
2040-01,57,218,23124.41
2040-01,60,46,68209.8
2040-01,61,758,52915.67
2040-01,65,743,93863.86
2040-02,10,642,69745.44
2040-02,11,290,125392.2
2040-02,12,912,23708.85
2040-02,13,91,16518.79
2040-02,14,778,130445.84
2040-02,17,1657,120438.21
2040-02,21,191,23686.98
2040-02,24,969,118075.57
2040-02,27,950,10709.9
2040-02,28,415,35456.64
2040-02,31,614,108933.72
2040-02,32,428,25396.84
2040-02,34,1407,137533.39
2040-02,37,283,90171.1
2040-02,40,675,4176.68
2040-02,42,499,33901.38
2040-02,46,860,12802.96
2040-02,50,328,41952.45
2040-02,52,296,5706.24
2040-02,56,391,68240.52
2040-02,60,1084,82338.26999999999
2040-02,69,245,25463.47
2040-03,11,312,9432.32
2040-03,13,624,14201.2
2040-03,17,685,78135.55
2040-03,19,189,29395.54
2040-03,20,86,20423.99
2040-03,21,734,78407.84
2040-03,22,141,50149.35
2040-03,23,175,91782.63
2040-03,26,677,123670.20000000001
2040-03,30,53,28275.69
2040-03,31,1047,98795.31999999999
2040-03,33,643,23196.0
2040-03,35,1224,125101.73000000001
2040-03,43,84,66301.08
