Campaign_ID,Month,Revenue_Generated,Conversions,Customer_Satisfaction_Post_Refund
CMP_FWDBM0,2043-09,9682.2,312,1.0
CMP_FWF7JF,2048-03,85518.67,706,4.0
CMP_FWFV5K,2026-01,37565.61,807,1.0
CMP_FWG23O,2047-06,91489.58,481,4.0
CMP_FWP2LN,2028-12,39580.11,311,3.0
CMP_FWQH7I,2043-07,86821.61,162,1.0
CMP_FWQI6C,2038-10,19567.28,968,2.0
CMP_FWS9LT,2030-01,24042.25,851,2.0
CMP_FXDVWG,2044-03,12105.29,536,3.0
CMP_FXETD4,2035-02,87706.88,656,4.0
CMP_FXIRJ0,2030-06,21508.48,135,2.0
CMP_FXK2WD,2042-04,52430.83,660,3.0
CMP_FXNIRP,2044-01,62217.85,970,2.0
CMP_FXRDKU,2050-01,28021.4,502,3.0
CMP_FXVU5V,2025-11,7502.85,104,3.0
CMP_FYHP2X,2024-11,42448.79,597,1.0
CMP_FYN66B,2049-06,35166.56,865,3.0
CMP_FYPKDI,2048-12,3567.62,125,1.0
CMP_FYVDLJ,2026-04,8396.96,118,3.0
CMP_FYZWCR,2049-05,30100.39,62,1.0
CMP_FZHDS7,2038-09,59384.0,158,3.0
CMP_FZJU97,2027-04,30521.51,93,2.0
CMP_FZM4GU,2024-06,71385.9,618,4.0
CMP_FZN2NN,2048-12,93385.95,738,1.0
CMP_FZRRIP,2040-03,29395.54,189,3.0
CMP_FZTGW9,2028-03,91214.63,21,2.0
CMP_FZUZE3,2048-10,61959.12,124,2.0
CMP_G0IJ4X,2028-03,43550.06,106,1.0
CMP_G0JOT7,2048-02,86532.1,507,3.0
CMP_G0KU97,2041-07,59638.05,318,2.0
CMP_G0M624,2034-08,47123.3,378,2.0
CMP_G0ZBFX,2035-01,22327.17,430,3.0
CMP_G19U2L,2032-12,5688.38,912,1.0
CMP_G1AK6J,2029-08,25652.38,942,4.0
CMP_G1F7HZ,2045-03,56860.23,708,3.0
CMP_G1RYDV,2027-04,32354.56,853,3.0
CMP_G2E16L,2023-11,32786.38,681,1.0
CMP_G2GBVF,2046-04,28251.3,572,4.0
CMP_G2GXC0,2045-10,25569.45,963,2.0
CMP_G2IFIK,2048-12,52990.9,703,3.0
CMP_G2LHEN,2026-11,93405.8,435,3.0
CMP_G2QUIU,2044-05,40294.02,512,4.0
CMP_G34184,2032-02,74581.76,227,2.0
CMP_G3ATJ0,2032-12,94727.97,530,1.0
CMP_G3ENQF,2036-12,24062.75,658,3.0
CMP_G3N12W,2045-12,83784.31,318,4.0
CMP_G3N1GD,2040-01,94301.41,789,3.0
CMP_G3PREI,2031-05,27956.51,728,3.0
CMP_G43PAI,2024-08,17274.7,686,2.0
CMP_G45SZW,2041-08,15063.45,159,3.0
CMP_G4ERER,2048-12,79958.52,932,1.0
CMP_G4NLOX,2041-03,14519.24,415,1.0
CMP_G4UJR5,2042-04,55301.14,59,4.0
CMP_G4WMOX,2039-02,57331.7,16,2.0
CMP_G4YH1U,2025-10,45093.8,966,2.0
CMP_G4ZGCJ,2036-09,94073.93,77,1.0
CMP_G5730M,2036-12,45830.81,378,1.0
CMP_G5CTFI,2031-07,90273.27,607,1.0
CMP_G5NC9M,2046-07,67820.33,40,4.0
CMP_G5O26G,2025-08,87933.52,493,1.0
CMP_G5WJB6,2041-05,92833.3,335,4.0
CMP_G64LLJ,2043-07,29180.26,934,4.0
CMP_G6BL4R,2034-07,96988.62,12,1.0
CMP_G6KWNC,2041-12,87070.84,303,1.0
CMP_G71NKJ,2041-12,12714.82,647,3.0
CMP_G721EE,2044-02,84773.85,802,3.0
CMP_G78HF3,2044-07,30616.33,214,4.0
CMP_G7B7EA,2041-04,85107.82,294,1.0
CMP_G7B84Q,2029-01,73559.69,501,1.0
CMP_G7D5NM,2044-06,27474.12,198,4.0
CMP_G7E3BZ,2035-12,24347.19,644,3.0
CMP_G7LOV6,2037-07,77675.03,464,4.0
CMP_G7S8O8,2044-06,8108.45,270,3.0
CMP_G7SCZ2,2036-07,76824.36,116,1.0
CMP_G7W2ND,2030-10,59263.79,409,4.0
CMP_G83EWE,2030-05,12970.82,416,4.0
CMP_G85GPR,2037-08,74604.04,320,4.0
CMP_G883BF,2026-12,84785.85,549,1.0
CMP_G88LV0,2032-06,60404.74,606,3.0
CMP_G89JG9,2048-12,2512.65,673,4.0
CMP_G8B9K7,2043-06,97345.89,568,4.0
CMP_G8BYDG,2025-05,46718.93,522,1.0
CMP_G8T6A3,2038-04,67636.48,400,2.0
CMP_G8VP6A,2046-12,20330.45,332,3.0
CMP_G8X5II,2033-08,39048.3,274,3.0
CMP_G9EYEE,2025-11,3679.44,107,2.0
CMP_G9GYVV,2025-12,76267.3,546,2.0
CMP_G9J6IS,2043-12,86812.1,498,1.0
CMP_G9U03U,2023-07,38379.34,449,4.0
CMP_G9XVT0,2025-05,43702.88,552,2.0
CMP_GA6G9T,2036-03,43332.17,351,3.0
CMP_GA6Y49,2041-08,56604.57,327,3.0
CMP_GA8F3T,2029-08,53474.27,62,4.0
CMP_GACBKJ,2026-07,49110.89,921,2.0
CMP_GAK433,2044-12,76005.63,810,1.0
CMP_GAKAHS,2032-09,91121.62,944,3.0
CMP_GAN7TH,2033-05,66339.4,90,3.0
CMP_GARK78,2030-07,48168.24,358,3.0
CMP_GASDVO,2046-12,71486.29,588,1.0
CMP_GB2P8J,2033-04,13854.99,956,3.0
CMP_GBCFAZ,2029-11,76777.81,846,2.0
CMP_GBGRPE,2025-11,1372.46,27,1.0
CMP_GBKE28,2042-07,71348.84,176,3.0
CMP_GBLHLX,2029-10,88122.67,91,4.0
CMP_GBLKZ0,2038-04,76760.26,11,4.0
CMP_GBVQIY,2034-11,96439.34,207,1.0
CMP_GC1FQP,2039-05,66846.83,506,3.0
CMP_GC29KG,2037-07,61268.03,654,1.0
CMP_GC5NT4,2044-09,91519.88,706,2.0
CMP_GC8ZW9,2025-11,10552.41,274,4.0
CMP_GCBUYV,2046-08,8596.84,414,4.0
CMP_GCJX3P,2033-11,29665.31,484,1.0
CMP_GCKNXP,2034-10,41098.88,316,4.0
CMP_GCOCUR,2027-04,5546.34,798,2.0
CMP_GCRLOV,2030-06,93968.7,712,2.0
CMP_GD2MYZ,2023-12,60774.96,426,1.0
CMP_GD2XCX,2037-02,55524.68,380,4.0
CMP_GD7NWE,2041-04,28188.28,932,3.0
CMP_GDEX70,2024-10,9302.43,303,1.0
CMP_GDLNG1,2024-02,53295.51,436,4.0
CMP_GDLWJ7,2026-01,2007.86,949,2.0
CMP_GDNJ8T,2032-10,40727.95,328,1.0
CMP_GDQFTV,2039-07,22925.33,381,1.0
CMP_GDW06T,2047-01,83788.06,56,4.0
CMP_GE71QY,2025-03,76828.5,664,2.0
CMP_GE8MBA,2038-12,44961.18,525,4.0
CMP_GEA7WA,2035-09,42985.02,752,3.0
CMP_GEGBOB,2024-03,33978.16,807,4.0
CMP_GEH8GX,2030-11,28927.34,645,3.0
CMP_GEKQCI,2026-09,72031.83,338,4.0
CMP_GEO5JV,2038-04,45063.04,469,3.0
CMP_GERIAJ,2042-11,8540.82,187,1.0
CMP_GES5WU,2035-09,8326.02,483,3.0
CMP_GF19W9,2035-02,79569.62,656,2.0
CMP_GF4XM1,2036-11,5166.5,704,2.0
CMP_GF62GF,2028-07,21105.2,937,1.0
CMP_GFAKUE,2042-08,35089.4,109,1.0
CMP_GFKTGA,2033-05,56640.04,666,1.0
CMP_GFKY8Z,2043-06,49142.89,746,3.0
CMP_GFSKEZ,2033-03,90667.07,479,4.0
CMP_GFSYK7,2035-08,5589.97,458,1.0
CMP_GFZT1L,2050-01,12875.04,541,4.0
CMP_GG6T5L,2034-05,23146.08,31,2.0
CMP_GG82CB,2045-06,8665.75,42,1.0
CMP_GGDPY4,2026-12,51173.14,448,4.0
CMP_GGHJZ4,2039-04,61116.85,903,2.0
CMP_GGI1Q4,2034-09,7815.71,770,4.0
CMP_GGLP0T,2025-05,18634.74,855,3.0
CMP_GGM98A,2042-08,17342.64,632,4.0
CMP_GGPJ3L,2042-05,18899.17,176,3.0
CMP_GGQC4N,2034-02,5427.62,288,4.0
CMP_GGRLT8,2048-12,51809.46,72,4.0
CMP_GH4O5L,2034-07,57445.71,888,4.0
CMP_GH5QJQ,2041-06,8210.35,736,3.0
CMP_GH8YT8,2026-05,41340.11,570,2.0
CMP_GHB4DT,2042-09,39165.05,816,2.0
CMP_GHDURN,2047-04,85435.2,849,4.0
CMP_GHKLD5,2023-05,87924.79,672,4.0
CMP_GHLSOI,2038-11,17461.29,642,4.0
CMP_GHNTQ6,2030-03,95482.95,222,2.0
CMP_GHOBJ2,2047-12,69772.4,178,2.0
CMP_GHP3J1,2027-12,4558.05,888,2.0
CMP_GHR6F3,2041-11,38773.39,388,4.0
CMP_GHUMAK,2041-10,95151.27,246,4.0
CMP_GHVU2W,2030-12,8417.94,31,4.0
CMP_GI2Y2R,2041-04,31944.63,161,3.0
CMP_GIBH6L,2032-02,44520.23,516,2.0
CMP_GIKX7U,2037-09,95644.99,369,3.0
CMP_GIN3GZ,2030-06,38525.18,949,2.0
CMP_GITRNL,2041-08,65732.4,132,2.0
CMP_GJ0LN2,2036-11,50983.74,743,1.0
CMP_GJCPGT,2040-08,96292.24,67,2.0
CMP_GJOIQP,2046-06,20037.13,227,3.0
CMP_GJP983,2026-09,84300.54,250,1.0
CMP_GJSMZW,2048-01,63524.38,433,4.0
CMP_GJTDSM,2029-09,32447.01,151,2.0
CMP_GJU1XD,2033-04,96813.27,863,1.0
CMP_GJYJ8K,2045-12,36477.33,443,1.0
CMP_GK2E7N,2046-08,71125.85,692,4.0
CMP_GK3ATO,2041-02,9285.73,43,1.0
CMP_GKE033,2043-03,80279.42,809,1.0
CMP_GKOLNE,2036-12,59261.56,939,2.0
CMP_GKPEPD,2044-07,75895.31,84,4.0
CMP_GKRTST,2048-11,12616.35,291,2.0
CMP_GKS4N2,2039-02,59635.34,565,3.0
CMP_GKSU48,2040-11,7037.42,638,2.0
CMP_GL0HET,2035-06,88058.89,509,2.0
CMP_GL8LXM,2033-01,65046.9,890,2.0
CMP_GLG4BZ,2023-06,16377.28,908,2.0
CMP_GLQDSC,2025-05,22663.53,20,3.0
CMP_GLRCVV,2030-03,98620.59,434,1.0
CMP_GLUQG5,2041-01,58594.52,251,2.0
CMP_GLWMX7,2038-01,66798.66,664,4.0
CMP_GM5MVK,2024-03,13261.16,262,3.0
CMP_GM88FC,2042-11,87938.38,44,2.0
CMP_GM9T68,2033-12,5225.41,26,1.0
CMP_GM9ZM9,2043-12,20080.64,724,3.0
CMP_GMB311,2032-08,53638.22,390,4.0
CMP_GMIAJN,2038-08,13342.56,706,3.0
CMP_GMJQE6,2039-07,39986.26,931,3.0
CMP_GMXVZS,2029-01,96003.89,82,2.0
CMP_GN4KCM,2025-09,25700.75,576,1.0
CMP_GN4OTQ,2024-12,20563.76,979,3.0
CMP_GN5IIM,2046-08,54992.13,943,3.0
CMP_GN735Y,2036-07,50541.83,250,4.0
CMP_GN9OMU,2030-06,53912.84,310,4.0
CMP_GN9XZ8,2029-05,41469.19,925,2.0
CMP_GNEBIF,2047-05,36617.3,253,2.0
CMP_GNK4UE,2025-08,98922.67,975,3.0
CMP_GNNYUS,2046-01,28422.2,698,1.0
CMP_GNQO6C,2038-05,14856.32,807,2.0
CMP_GNSET5,2024-01,81839.45,444,1.0
CMP_GNU4LU,2030-03,25414.96,942,4.0
CMP_GNX2AU,2041-04,16940.01,991,3.0
CMP_GO0PZT,2037-09,67286.62,397,4.0
CMP_GO444U,2041-11,84313.15,757,4.0
CMP_GO8HQB,2037-03,53160.15,887,3.0
CMP_GOC08V,2036-12,79740.57,184,1.0
CMP_GOEDPY,2024-10,7445.62,739,1.0
CMP_GOH0YA,2034-07,79972.18,328,2.0
CMP_GOOZSS,2028-07,12574.72,104,2.0
CMP_GOPIHZ,2029-09,61912.09,375,2.0
CMP_GOPQS6,2045-09,85467.7,805,1.0
CMP_GOSHH4,2029-07,52556.14,181,4.0
CMP_GOUMTD,2039-05,17958.39,929,4.0
CMP_GP0GDY,2029-11,70401.37,111,2.0
CMP_GP3ZVF,2040-02,49437.35,116,4.0
CMP_GPDE6B,2030-07,34733.19,162,1.0
CMP_GPGFK4,2033-04,32382.94,848,3.0
CMP_GPMTPW,2039-12,55442.12,237,1.0
CMP_GPNPQW,2040-05,18745.6,990,2.0
CMP_GPPPHF,2038-02,21546.62,698,4.0
CMP_GPPYVT,2040-12,41286.17,35,4.0
CMP_GPTFTC,2034-09,79947.17,59,2.0
CMP_GPUC8P,2028-04,87042.17,88,2.0
CMP_GPX7AC,2029-03,78417.14,8,1.0
CMP_GPXF0U,2048-06,93285.12,852,3.0
CMP_GPYLBD,2025-06,41536.1,35,3.0
CMP_GPZ654,2031-09,80533.23,242,3.0
CMP_GQ2GO8,2036-06,87432.14,86,1.0
CMP_GQ47G1,2041-06,58304.33,761,2.0
CMP_GQO0BQ,2044-10,9095.86,562,4.0
CMP_GQT5R1,2026-11,60265.98,531,4.0
CMP_GQX5PM,2038-08,35690.43,831,1.0
CMP_GR26H2,2037-07,56742.63,343,2.0
CMP_GR9YF6,2027-08,67503.52,389,1.0
CMP_GRH1JK,2043-01,92388.56,320,3.0
CMP_GRH5XU,2043-11,15025.06,710,4.0
CMP_GRM6ZB,2027-09,49312.43,632,2.0
CMP_GRN9X4,2032-04,13842.62,522,2.0
CMP_GRO1V3,2042-02,80818.5,475,4.0
CMP_GRXOMZ,2038-05,26502.17,794,3.0
CMP_GS0062,2032-12,82621.46,146,2.0
CMP_GS0AHY,2040-06,3247.0,996,3.0
CMP_GS2EWF,2026-12,55325.63,197,4.0
CMP_GS3AMR,2030-11,97487.12,377,4.0
CMP_GS3FTO,2026-07,13171.83,713,3.0
CMP_GSFQAE,2028-12,69432.87,485,3.0
CMP_GSKH4A,2040-05,53754.3,330,1.0
CMP_GSKJQE,2023-12,27456.55,825,2.0
CMP_GSXZQL,2038-10,18488.6,245,3.0
CMP_GT3P6V,2041-09,28942.93,807,1.0
CMP_GTHAU6,2036-01,61690.84,594,1.0
CMP_GTJVWF,2048-05,5191.7,893,2.0
CMP_GTLXW6,2042-10,71107.48,243,3.0
CMP_GTMVJA,2041-02,65004.99,634,3.0
CMP_GU9CH5,2024-05,2272.17,633,1.0
CMP_GUB63M,2041-11,32761.41,30,4.0
CMP_GUC5MX,2032-10,26906.51,663,3.0
CMP_GUEUFL,2026-09,56103.74,134,1.0
CMP_GUGE9V,2039-09,41526.92,244,4.0
CMP_GUSSR6,2040-03,34345.66,753,4.0
CMP_GUT33A,2025-05,48544.69,325,4.0
CMP_GUWSM3,2030-07,7356.47,430,4.0
CMP_GUYPLC,2036-06,30561.22,652,1.0
CMP_GUZC99,2024-10,10295.02,43,3.0
CMP_GV7QWS,2036-11,14191.29,182,4.0
CMP_GVRJDU,2041-09,78898.97,581,1.0
CMP_GVXD5M,2025-12,3862.26,399,4.0
CMP_GVYRO6,2043-08,61234.55,582,2.0
CMP_GWE9JO,2042-03,98144.0,659,2.0
CMP_GWGWOA,2025-10,90475.48,322,1.0
CMP_GWIFXK,2036-10,86557.13,226,1.0
CMP_GX2LVT,2029-12,1992.02,702,2.0
CMP_GX5VCO,2028-02,11405.6,445,1.0
CMP_GXKNCV,2045-12,31685.56,22,3.0
CMP_GXTIYC,2026-07,28265.62,519,1.0
CMP_GXZEXA,2042-06,92409.79,761,4.0
CMP_GY3DQQ,2024-03,38213.21,907,4.0
CMP_GY6W1F,2029-06,62303.75,430,4.0
CMP_GYG8GD,2037-12,45365.79,469,3.0
CMP_GYGW5P,2039-08,62497.88,183,1.0
CMP_GYI41K,2032-12,78911.9,267,2.0
CMP_GYJCUM,2037-12,79805.46,655,1.0
CMP_GYYF8U,2035-08,61409.89,293,3.0
CMP_GZFT3J,2026-09,99385.85,905,4.0
CMP_GZGRRX,2028-11,87551.21,531,4.0
CMP_GZRSLE,2040-04,37706.14,134,1.0
CMP_GZW826,2027-02,61013.62,156,4.0
CMP_GZZFR8,2043-11,9824.79,688,3.0
CMP_H07CHQ,2027-02,3857.28,315,3.0
CMP_H08LOR,2029-10,3170.95,184,3.0
CMP_H0A7X0,2036-10,8730.32,52,2.0
CMP_H0J8CH,2026-11,62876.65,133,1.0
CMP_H0L57N,2036-07,37457.94,930,3.0
CMP_H0L9VW,2044-02,48649.89,173,3.0
CMP_H0QESR,2045-02,93680.09,133,2.0
CMP_H0R2GO,2029-11,50767.43,226,2.0
CMP_H11FBZ,2023-03,21797.05,642,4.0
CMP_H11ZCQ,2030-02,60836.24,291,3.0
CMP_H15RQ1,2031-08,60037.9,483,2.0
CMP_H174DB,2045-02,32631.66,754,4.0
CMP_H184GT,2032-09,83620.7,147,4.0
CMP_H19KEE,2048-05,38764.67,75,3.0
CMP_H22M1Y,2037-05,62869.19,924,2.0
CMP_H2FLSS,2048-02,11733.33,7,1.0
CMP_H30LQN,2045-07,1712.61,857,2.0
CMP_H39AXP,2024-07,17370.96,2,4.0
CMP_H3C4LN,2023-06,4579.19,915,2.0
CMP_H3CHHL,2031-03,82301.84,789,2.0
CMP_H3IO5F,2047-10,40112.53,273,2.0
CMP_H3TY7J,2045-09,43137.89,417,1.0
CMP_H3VDT9,2037-03,92752.98,665,4.0
CMP_H518I6,2048-04,43735.76,986,3.0
CMP_H52NYW,2039-07,22746.86,374,3.0
CMP_H54P1N,2035-12,41737.16,207,1.0
CMP_H58VIU,2044-03,82313.65,692,2.0
CMP_H5CT8Y,2023-05,14098.38,339,2.0
CMP_H5HRDZ,2033-08,91600.2,706,1.0
CMP_H5OZ7X,2028-10,69980.72,725,4.0
CMP_H5PZRR,2043-08,45413.47,281,4.0
CMP_H5Z0V6,2034-05,4937.59,957,4.0
CMP_H60RPF,2042-06,70745.88,971,2.0
CMP_H6D8WT,2023-09,28795.25,827,2.0
CMP_H6O1RB,2034-10,58820.16,439,1.0
CMP_H6P6FW,2026-05,27985.57,353,2.0
CMP_H6YBY5,2036-01,10393.61,714,1.0
CMP_H7AZ0S,2044-05,29562.44,336,4.0
CMP_H7C9RJ,2035-01,33572.05,774,2.0
CMP_H7FWCT,2047-10,36590.98,861,1.0
CMP_H7L4X1,2035-04,46158.46,159,1.0
CMP_H7M9SR,2024-04,40675.1,831,1.0
CMP_H7YWOE,2045-01,8922.03,206,1.0
CMP_H82R3J,2045-10,70362.61,650,3.0
CMP_H8BZLP,2024-05,96657.67,461,3.0
CMP_H8MUP3,2030-04,73678.9,946,1.0
CMP_H8OZUH,2046-06,96115.98,433,3.0
CMP_H91I1J,2036-03,17705.35,260,3.0
CMP_H9D18E,2046-04,30148.95,137,2.0
CMP_H9HGCA,2030-07,64788.16,790,4.0
CMP_H9OLIH,2046-07,27559.33,12,4.0
CMP_H9OR52,2045-10,22650.72,8,3.0
CMP_H9RMNH,2028-08,40781.57,657,4.0
CMP_HA6CVS,2046-01,72903.13,886,3.0
CMP_HAE7XE,2037-05,6004.17,642,4.0
CMP_HAEXKK,2033-03,82611.09,635,4.0
CMP_HAF8O7,2024-08,52989.83,24,2.0
CMP_HAH1EG,2033-11,87755.41,807,4.0
CMP_HAKQ6F,2049-03,8504.02,905,3.0
CMP_HAKWCY,2030-03,5113.79,654,1.0
CMP_HAPVLN,2042-10,78818.41,3,2.0
CMP_HAQ9Z6,2029-05,41051.42,13,4.0
CMP_HARRUU,2032-12,58243.12,513,4.0
CMP_HATXHU,2025-08,92702.37,519,1.0
CMP_HAZA96,2048-05,23842.41,749,3.0
CMP_HB205H,2036-09,81052.88,340,2.0
CMP_HB24L1,2048-03,71808.52,73,1.0
CMP_HB48DO,2031-03,51133.0,709,3.0
CMP_HBC56W,2044-01,52506.04,454,3.0
CMP_HBCDIQ,2044-01,74244.12,866,2.0
CMP_HBK8VP,2031-08,33574.91,543,1.0
CMP_HBKY90,2036-12,29509.52,235,2.0
CMP_HBUHPQ,2050-05,87041.29,139,4.0
CMP_HBXNHF,2033-01,96087.42,730,2.0
CMP_HC27ZW,2025-09,96196.14,803,2.0
CMP_HC5DK1,2028-08,70969.9,758,2.0
CMP_HC76Z1,2028-04,91067.01,612,4.0
CMP_HCD5U7,2042-10,42346.09,559,4.0
CMP_HCEKEO,2026-11,35779.98,637,2.0
CMP_HCGCZJ,2048-07,88580.2,834,3.0
CMP_HCLFFL,2049-10,26710.36,607,1.0
CMP_HCS64X,2032-05,58527.79,779,2.0
CMP_HCX3F6,2040-08,5561.72,409,2.0
CMP_HD12KM,2041-03,37826.72,386,3.0
CMP_HD1JZ4,2036-12,53990.59,563,1.0
CMP_HD2RA3,2040-04,69485.6,920,1.0
CMP_HD5OOM,2037-06,95259.48,30,3.0
CMP_HD6SJD,2036-01,13084.4,208,2.0
CMP_HD907W,2027-12,43062.5,150,3.0
CMP_HDEL1Y,2050-04,91191.48,40,1.0
CMP_HDGYHG,2044-12,57910.53,67,2.0
CMP_HDHWRD,2024-04,36974.31,402,2.0
CMP_HDM7U4,2041-09,14252.93,807,2.0
CMP_HDOFBZ,2035-11,84196.43,213,1.0
CMP_HDT8HR,2041-11,69253.94,912,4.0
CMP_HEIUOP,2026-02,13300.29,705,2.0
CMP_HEK0P9,2031-11,28570.88,393,3.0
CMP_HEMSR6,2045-10,25666.95,221,3.0
CMP_HEY3DB,2032-02,84971.24,826,4.0
CMP_HEZCE3,2041-06,95295.4,738,4.0
CMP_HF639Z,2038-01,1971.75,323,3.0
CMP_HFNXM1,2041-12,45630.69,498,3.0
CMP_HFPHP6,2049-06,1754.94,82,3.0
CMP_HFT21J,2044-11,71373.8,250,2.0
CMP_HFWT0Z,2046-09,50233.57,519,4.0
CMP_HG0BAT,2036-03,87765.86,601,2.0
CMP_HG0FWB,2025-10,37248.89,615,2.0
CMP_HG2WBV,2030-11,78383.66,985,1.0
CMP_HGCJEZ,2046-08,74504.26,569,4.0
CMP_HGJA0Z,2042-01,28283.26,253,4.0
CMP_HGQ6JN,2023-12,57874.6,389,4.0
CMP_HGS8DY,2050-04,35589.87,660,1.0
CMP_HGTT2I,2040-10,78022.26,23,4.0
CMP_HGV40I,2024-01,35184.13,177,1.0
CMP_HH4LS4,2033-05,89265.17,686,3.0
CMP_HH7X01,2039-04,74157.79,368,3.0
CMP_HHHDGW,2024-11,61312.56,259,3.0
CMP_HHJKB5,2032-08,75621.67,332,4.0
CMP_HHSXPT,2048-06,19315.16,654,4.0
CMP_HHY0Z8,2040-02,93733.62,501,1.0
CMP_HHYZLO,2031-08,20950.37,480,2.0
CMP_HI00HF,2033-06,87737.62,497,2.0
CMP_HI3N8U,2023-01,37317.56,36,4.0
CMP_HI45QG,2040-01,6524.78,958,1.0
CMP_HI6OF4,2048-11,54404.93,768,3.0
CMP_HI7RBK,2037-12,68947.59,580,4.0
CMP_HIC7A5,2038-04,75887.12,139,2.0
CMP_HIDWNE,2043-12,74904.96,1,4.0
CMP_HIELZS,2023-10,63474.01,266,1.0
CMP_HIGSLO,2033-11,56529.86,283,3.0
CMP_HIGU4S,2039-12,67675.04,363,3.0
CMP_HII0LD,2024-01,96561.52,802,4.0
CMP_HII2OC,2048-08,57101.56,658,3.0
CMP_HIUA7X,2028-07,35993.9,538,3.0
CMP_HIXLMK,2040-05,29219.79,627,1.0
CMP_HJ1E2S,2025-09,61079.1,550,4.0
CMP_HJ1PPW,2033-12,66084.5,176,4.0
CMP_HJCXSY,2048-04,65642.83,444,3.0
CMP_HJKPOH,2023-01,94646.94,730,3.0
CMP_HJL3KR,2034-06,58581.98,956,1.0
CMP_HJONM7,2027-06,67051.74,672,1.0
CMP_HJOQO8,2041-08,87369.97,983,4.0
CMP_HJT9TJ,2027-04,79012.92,20,4.0
CMP_HJU8N3,2048-12,56033.81,568,3.0
CMP_HJW6IE,2041-10,18678.78,10,1.0
CMP_HK53T1,2042-07,2295.93,182,1.0
CMP_HKFJFB,2033-03,22688.98,290,3.0
CMP_HKOWJY,2035-09,86758.22,682,4.0
CMP_HKRAJY,2029-08,67275.49,782,1.0
CMP_HKRDVJ,2023-01,36205.12,142,1.0
CMP_HL13LK,2025-02,60631.4,880,2.0
CMP_HL87NK,2026-07,69301.53,752,2.0
CMP_HLBNZY,2025-02,58832.78,404,2.0
CMP_HLKPOC,2024-05,84989.06,842,4.0
CMP_HLPP5P,2030-08,65659.93,109,3.0
CMP_HLREU2,2047-11,82725.38,184,2.0
CMP_HLWGF9,2023-07,27859.17,535,1.0
CMP_HM3LRR,2024-10,91186.35,82,2.0
CMP_HMA8YL,2036-12,30977.73,877,4.0
CMP_HMBBCN,2048-06,87386.69,199,3.0
CMP_HMBO82,2043-09,68331.47,17,2.0
CMP_HMCW83,2038-04,7572.5,282,1.0
CMP_HME2LM,2030-12,95824.99,753,2.0
CMP_HMEFPQ,2048-07,85610.56,149,4.0
CMP_HMJU8X,2047-12,71993.73,425,2.0
CMP_HMM3G0,2048-06,70056.36,317,1.0
CMP_HMU1YA,2040-02,69745.44,642,4.0
CMP_HMXWG0,2028-05,88277.65,794,2.0
CMP_HMY8JT,2036-10,22019.07,309,4.0
CMP_HN45V5,2046-06,36522.13,12,4.0
CMP_HN4OCL,2025-10,55183.74,412,3.0
CMP_HN66K4,2023-07,54585.44,917,2.0
CMP_HN7KMR,2030-07,17415.55,863,3.0
CMP_HN8Q8Z,2049-10,38406.41,715,4.0
CMP_HNAE8Z,2028-02,65651.76,111,4.0
CMP_HNBIMW,2038-01,39057.02,997,4.0
CMP_HNBLBR,2028-01,90087.62,915,1.0
CMP_HNE8LN,2033-11,28600.3,232,4.0
CMP_HNMGQW,2039-03,21338.77,1,1.0
CMP_HNQSOV,2028-03,79093.57,919,3.0
CMP_HNXWCJ,2044-04,54449.32,922,4.0
CMP_HO0EXA,2048-02,63015.78,829,3.0
CMP_HO1PD5,2036-06,93962.12,764,2.0
CMP_HO4DL8,2042-01,91653.01,692,4.0
CMP_HOHC2E,2049-05,69293.39,863,3.0
CMP_HOJBQM,2045-02,64182.05,52,3.0
CMP_HORBLQ,2023-04,14128.05,815,3.0
CMP_HOT4Y0,2041-02,23073.71,948,3.0
CMP_HOXQJV,2024-09,51969.18,284,3.0
CMP_HP3680,2049-02,23274.08,493,3.0
CMP_HP4KFZ,2024-08,45972.3,943,1.0
CMP_HP8CWN,2039-11,45389.03,896,3.0
CMP_HP9HQJ,2046-05,70834.87,745,1.0
CMP_HPIJHO,2039-01,49821.82,432,4.0
CMP_HPJ50W,2035-10,11315.36,456,4.0
CMP_HPOS29,2041-10,78444.97,938,1.0
CMP_HPPPAB,2023-03,21178.2,738,1.0
CMP_HPRE2J,2037-10,17345.6,96,4.0
CMP_HPROIK,2042-08,53210.42,944,3.0
CMP_HPYTHN,2032-10,93900.92,176,1.0
CMP_HQ0R77,2031-11,51869.45,441,2.0
CMP_HQ13B4,2023-08,82867.69,431,1.0
CMP_HQ6QN8,2043-11,92102.06,623,4.0
CMP_HQ7PVC,2048-11,82377.74,971,2.0
CMP_HQEBBO,2049-06,30563.42,161,3.0
CMP_HQIPIQ,2046-06,27360.42,105,4.0
CMP_HQQG3J,2023-05,32180.29,581,1.0
CMP_HQS0VY,2049-02,34735.24,346,3.0
CMP_HQV13G,2032-05,1746.81,34,2.0
CMP_HRFBGI,2036-09,82168.21,502,3.0
CMP_HRHSRE,2043-04,90884.06,586,2.0
CMP_HRICTS,2045-03,69378.5,863,3.0
CMP_HRIGCK,2033-05,35114.73,319,3.0
CMP_HRNGCU,2024-11,85103.2,727,3.0
CMP_HRNS1N,2028-04,1298.63,920,1.0
CMP_HRX2CJ,2023-05,86287.86,738,3.0
CMP_HS1G86,2047-11,91339.02,684,4.0
CMP_HS3NGD,2039-01,71117.61,683,1.0
CMP_HS97TU,2044-09,5751.55,497,1.0
