Discount_Level,Month,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund,Discount_Category
41,2044-07,47347.43,170,2.0,>30%
41,2044-10,65034.96,47,2.0,>30%
41,2045-01,98347.63,14,4.0,>30%
41,2045-03,12030.96,5,2.0,>30%
41,2045-06,88618.52,137,4.0,>30%
41,2046-02,9390.85,33,1.0,>30%
41,2046-04,51510.71,15,4.0,>30%
41,2046-06,5065.62,65,3.0,>30%
41,2046-11,57158.76,15,2.0,>30%
41,2047-01,104792.58,64,1.5,>30%
41,2047-02,58098.59,1,3.0,>30%
41,2047-03,16210.19,116,1.0,>30%
41,2047-08,76430.25,52,1.0,>30%
41,2047-10,83417.73,35,3.0,>30%
41,2047-12,37212.89,83,3.0,>30%
41,2048-01,22775.71,74,1.0,>30%
41,2048-04,31596.96,23,2.0,>30%
41,2048-05,96943.06,156,2.0,>30%
41,2048-08,9237.53,75,2.0,>30%
41,2048-11,68424.14,45,2.0,>30%
41,2048-12,57772.19,238,3.5,>30%
41,2049-02,46552.9,50,2.0,>30%
41,2049-05,2191.81,94,1.0,>30%
41,2049-08,46327.11,55,2.0,>30%
41,2050-01,160276.2,92,3.5,>30%
41,2050-04,69792.72,108,1.0,>30%
42,2023-01,27700.32,52,3.0,>30%
42,2023-05,24915.59,149,1.0,>30%
42,2023-09,47491.42,233,3.0,>30%
42,2023-10,30587.48,161,2.0,>30%
42,2023-12,176414.85,361,2.3333333333333335,>30%
42,2024-09,83465.85,98,3.0,>30%
42,2024-11,77204.3,241,2.5,>30%
42,2025-06,27878.11,93,1.0,>30%
42,2025-07,61006.7,161,2.0,>30%
42,2025-08,92096.29,9,3.0,>30%
42,2025-10,92972.12,119,1.0,>30%
42,2026-03,88734.93,320,3.5,>30%
42,2026-07,124551.28,194,2.5,>30%
42,2026-10,153519.18,452,2.6666666666666665,>30%
42,2026-11,58391.77,129,3.0,>30%
42,2027-01,72763.81,50,2.0,>30%
42,2027-02,60025.66,195,4.0,>30%
42,2027-03,23014.91,93,1.0,>30%
42,2027-09,85937.46,56,2.0,>30%
42,2028-02,30880.41,106,1.0,>30%
42,2028-03,55212.49,195,3.0,>30%
42,2028-04,120404.97,204,2.3333333333333335,>30%
42,2028-11,72406.81,175,2.0,>30%
42,2028-12,158458.28,358,2.3333333333333335,>30%
42,2029-02,96616.46,99,3.0,>30%
42,2029-05,39463.32,165,4.0,>30%
42,2029-09,76345.96,121,3.0,>30%
42,2029-10,51855.77,321,2.5,>30%
42,2030-01,47366.12,50,4.0,>30%
42,2030-04,17374.77,176,2.0,>30%
42,2030-11,4536.18,127,2.0,>30%
42,2030-12,70508.45,126,2.0,>30%
42,2031-01,47087.88,82,4.0,>30%
42,2031-08,270952.55,428,1.75,>30%
42,2031-11,1641.86,179,4.0,>30%
42,2032-01,46794.7,64,1.0,>30%
42,2032-04,10986.05,55,3.0,>30%
42,2032-05,129679.04,369,2.6666666666666665,>30%
42,2032-11,27755.35,73,2.0,>30%
42,2032-12,80258.25,168,3.0,>30%
42,2033-04,32382.94,162,3.0,>30%
42,2033-05,59142.26,81,3.0,>30%
42,2033-06,36983.43,110,3.0,>30%
42,2033-10,83391.86,229,3.0,>30%
42,2033-11,57378.55,121,3.5,>30%
42,2034-03,95570.69,102,1.0,>30%
42,2034-06,80648.87,119,2.0,>30%
42,2034-07,77358.84,159,3.0,>30%
42,2034-08,83151.62000000001,139,3.0,>30%
42,2034-09,44291.32,186,1.0,>30%
42,2034-10,196761.06,277,2.0,>30%
42,2034-11,131393.78999999998,301,1.5,>30%
42,2035-01,33572.05,117,2.0,>30%
42,2035-05,94061.32,17,1.0,>30%
42,2035-06,22566.7,82,3.0,>30%
42,2035-07,131972.41999999998,207,3.0,>30%
42,2035-11,61951.35,78,1.0,>30%
42,2035-12,81898.31,43,2.0,>30%
42,2036-01,22290.28,123,2.0,>30%
42,2036-06,33352.26,164,1.0,>30%
42,2036-07,63779.04,155,3.0,>30%
42,2036-12,53061.72,72,3.0,>30%
42,2037-05,64798.51,139,3.0,>30%
42,2037-06,64681.14,104,3.0,>30%
42,2037-10,147540.69,178,3.5,>30%
42,2037-11,71431.51000000001,199,3.5,>30%
42,2038-01,14167.11,142,4.0,>30%
42,2038-03,97751.28,114,3.0,>30%
42,2038-04,81193.61,137,4.0,>30%
42,2038-05,128016.02,114,2.5,>30%
42,2038-06,31251.02,176,4.0,>30%
42,2038-09,41759.93,82,3.0,>30%
42,2038-10,31571.92,49,1.0,>30%
42,2039-02,195005.53,177,3.5,>30%
42,2039-03,81549.66,131,2.0,>30%
42,2039-06,68930.0,135,2.0,>30%
42,2039-07,67738.86,110,4.0,>30%
42,2039-09,80113.91,65,2.0,>30%
42,2039-11,30478.84,151,1.0,>30%
42,2040-01,90530.74,195,4.0,>30%
42,2040-02,33901.38,21,4.0,>30%
42,2040-04,120983.35999999999,81,2.0,>30%
42,2040-08,14429.41,126,3.0,>30%
42,2041-02,9285.73,174,1.0,>30%
42,2041-03,85948.85,15,1.0,>30%
42,2041-05,92833.3,86,4.0,>30%
42,2041-07,88851.65,115,2.0,>30%
42,2041-10,13723.6,9,3.0,>30%
42,2042-01,86389.16,122,1.0,>30%
42,2042-07,31633.21,189,1.0,>30%
42,2042-09,39165.05,16,2.0,>30%
42,2042-12,27596.75,37,3.0,>30%
42,2043-03,62267.29,194,3.0,>30%
42,2043-06,96373.11,83,3.5,>30%
42,2043-08,83545.79,156,3.0,>30%
42,2043-09,45624.78,121,4.0,>30%
42,2043-12,66995.39,37,3.0,>30%
42,2044-01,92136.47,154,2.0,>30%
42,2044-10,69760.68,157,1.5,>30%
42,2044-11,47974.97,48,3.0,>30%
42,2044-12,80516.45,77,2.0,>30%
42,2045-01,22131.05,93,4.0,>30%
42,2045-03,23125.76,112,3.0,>30%
42,2045-05,74349.3,93,3.0,>30%
42,2045-06,23855.32,43,3.0,>30%
42,2045-07,105173.83,297,3.0,>30%
42,2045-09,4019.82,190,4.0,>30%
42,2046-02,152999.95,186,1.5,>30%
42,2046-03,35687.92,162,3.0,>30%
42,2046-05,45618.16,88,2.0,>30%
42,2046-06,141177.41999999998,319,2.0,>30%
42,2047-01,97948.84,185,3.0,>30%
42,2047-02,63398.65000000001,219,1.5,>30%
42,2047-04,16998.75,96,1.0,>30%
42,2047-05,39249.76,165,1.0,>30%
42,2047-07,4957.21,138,4.0,>30%
42,2047-08,57116.48,105,4.0,>30%
42,2047-09,64030.43,68,4.0,>30%
42,2047-11,107788.61,274,2.5,>30%
42,2048-06,215281.48,418,2.3333333333333335,>30%
42,2048-07,148249.75,225,4.0,>30%
42,2048-10,19015.85,106,2.0,>30%
42,2048-11,34873.53,171,2.0,>30%
42,2048-12,74441.33,2,3.0,>30%
42,2049-01,72238.41,120,4.0,>30%
42,2049-02,3759.02,187,2.0,>30%
42,2049-03,73943.13,92,4.0,>30%
42,2049-04,8514.63,188,4.0,>30%
42,2049-05,86262.7,109,4.0,>30%
42,2049-06,18006.71,61,3.0,>30%
42,2049-08,6487.26,121,2.0,>30%
42,2049-12,69659.67,43,2.0,>30%
42,2050-01,91118.1,99,3.5,>30%
42,2050-04,63584.93,128,3.0,>30%
43,2023-05,3732.55,103,3.0,>30%
43,2023-06,73854.02,13,3.0,>30%
43,2023-07,10907.31,123,3.0,>30%
43,2023-12,15210.11,60,2.0,>30%
43,2024-01,142195.2,228,3.0,>30%
43,2024-05,15226.73,193,1.0,>30%
43,2024-06,117975.06,175,3.5,>30%
43,2024-07,114559.6,194,2.0,>30%
43,2024-10,61427.34,186,3.0,>30%
43,2024-11,11492.16,91,4.0,>30%
43,2025-04,120115.56,145,1.5,>30%
43,2025-05,143587.49,166,1.5,>30%
43,2025-06,23324.5,80,3.0,>30%
43,2025-07,72874.29000000001,98,3.0,>30%
43,2025-09,160329.44,367,2.6666666666666665,>30%
43,2025-10,58734.56,276,2.5,>30%
43,2025-12,69673.38,216,2.0,>30%
43,2026-01,29881.84,182,2.0,>30%
43,2026-02,61750.83,113,4.0,>30%
43,2026-08,91301.8,128,3.0,>30%
43,2026-09,153440.78,263,2.0,>30%
43,2026-10,121670.9,215,1.5,>30%
43,2026-12,146750.93,262,3.5,>30%
43,2027-01,104015.25,140,2.0,>30%
43,2027-05,94482.48,42,3.0,>30%
43,2027-06,20100.38,6,3.0,>30%
43,2027-07,17844.53,56,2.0,>30%
43,2027-08,43826.91,48,2.0,>30%
43,2027-10,13421.62,9,3.0,>30%
43,2027-11,57136.17,23,3.0,>30%
43,2027-12,43062.5,131,3.0,>30%
43,2028-01,11161.26,32,4.0,>30%
43,2028-03,149483.65,166,2.5,>30%
43,2028-04,1298.63,153,1.0,>30%
43,2028-06,95569.29,44,3.0,>30%
43,2028-07,65599.5,12,1.0,>30%
43,2028-11,28268.79,182,2.0,>30%
43,2029-03,47341.14,17,1.0,>30%
43,2029-04,59165.15,105,4.0,>30%
43,2029-06,26253.22,124,3.0,>30%
43,2029-12,57374.02,184,1.0,>30%
43,2030-01,89761.36,182,2.0,>30%
43,2030-02,9235.91,28,4.0,>30%
43,2030-05,46153.86,8,2.0,>30%
43,2030-07,90928.16,68,3.0,>30%
43,2031-01,62090.57,181,2.0,>30%
43,2031-05,27956.51,64,3.0,>30%
43,2031-08,60037.9,82,2.0,>30%
43,2031-09,83157.96,102,1.0,>30%
43,2031-10,14048.8,121,4.0,>30%
43,2031-12,77054.66,178,1.0,>30%
43,2032-02,85440.72,17,4.0,>30%
43,2032-03,53886.65,63,3.0,>30%
43,2032-04,74463.98,78,2.0,>30%
43,2032-05,57647.17,132,4.0,>30%
43,2032-06,81092.56,119,1.0,>30%
43,2032-10,80234.39,191,2.0,>30%
43,2033-01,9800.11,15,1.0,>30%
43,2033-02,41082.6,125,4.0,>30%
43,2033-10,57063.26,3,1.0,>30%
43,2033-11,42940.01,115,4.0,>30%
43,2033-12,59117.83,117,2.0,>30%
43,2034-06,62790.97,129,1.0,>30%
43,2034-09,39390.12,14,3.0,>30%
43,2034-10,16433.15,50,4.0,>30%
43,2035-01,84719.31,12,4.0,>30%
43,2035-04,9769.53,163,3.0,>30%
43,2035-11,68024.79,168,4.0,>30%
43,2035-12,73021.87,96,4.0,>30%
43,2036-02,49041.86,137,3.0,>30%
43,2036-03,11625.58,88,2.0,>30%
43,2036-07,37457.94,35,3.0,>30%
43,2036-11,85195.71,39,3.0,>30%
43,2037-05,36484.46,152,2.0,>30%
43,2037-06,18173.6,57,3.0,>30%
43,2037-07,57611.41,174,3.0,>30%
43,2037-08,47973.07,93,4.0,>30%
43,2037-09,67286.62,154,4.0,>30%
43,2037-10,85159.16,42,2.0,>30%
43,2037-11,40140.23,189,2.0,>30%
43,2037-12,72048.02,195,3.0,>30%
43,2038-01,59146.61,75,1.0,>30%
43,2038-06,72955.49,145,4.0,>30%
43,2039-03,50058.59,77,1.0,>30%
43,2039-05,55283.85,140,2.0,>30%
43,2039-06,37953.1,38,3.0,>30%
43,2039-08,2832.46,2,4.0,>30%
43,2039-11,67453.25,1,4.0,>30%
43,2039-12,67675.04,129,3.0,>30%
43,2040-03,66301.08,186,4.0,>30%
43,2040-05,18745.6,88,2.0,>30%
43,2040-06,118782.69,166,1.5,>30%
43,2040-09,41763.02,106,4.0,>30%
43,2041-01,94695.13,289,2.5,>30%
43,2041-05,144161.22999999998,65,3.0,>30%
43,2041-12,2528.11,99,3.0,>30%
43,2042-01,52874.82,191,1.0,>30%
43,2042-04,48414.45,5,2.0,>30%
43,2042-05,51928.29,68,4.0,>30%
43,2042-07,89908.83,166,4.0,>30%
43,2042-11,15520.09,34,4.0,>30%
43,2043-01,129633.83,514,3.5,>30%
43,2043-08,58831.66,199,2.0,>30%
43,2043-10,286364.18,152,3.0,>30%
43,2044-04,24600.06,50,2.0,>30%
43,2044-07,53994.72,186,2.0,>30%
43,2044-09,20791.8,178,3.0,>30%
43,2044-11,23882.38,189,1.0,>30%
43,2044-12,87162.2,164,4.0,>30%
43,2045-06,69772.47,23,1.0,>30%
43,2045-07,141346.39,316,3.0,>30%
43,2045-09,72627.11,51,4.0,>30%
43,2045-11,9935.58,50,4.0,>30%
43,2046-01,28422.2,121,1.0,>30%
43,2046-02,67806.56,67,1.0,>30%
43,2046-04,38768.16,155,4.0,>30%
43,2046-12,46712.13,121,4.0,>30%
43,2047-05,55695.69,104,2.0,>30%
43,2047-06,41332.9,5,1.0,>30%
43,2047-08,96204.86,61,4.0,>30%
43,2047-09,2211.53,56,4.0,>30%
43,2048-02,38027.28,126,1.0,>30%
43,2048-03,136495.71000000002,169,1.5,>30%
43,2048-05,19461.43,30,3.0,>30%
43,2048-10,28072.0,116,3.0,>30%
43,2049-01,67362.83,28,2.0,>30%
43,2049-05,13000.61,177,2.0,>30%
43,2049-11,64215.91,69,1.0,>30%
43,2050-04,44861.29,165,2.0,>30%
44,2023-05,33847.94,122,2.0,>30%
44,2023-08,52119.82,143,1.0,>30%
44,2024-03,54230.61,183,4.0,>30%
44,2024-04,54205.71,75,1.0,>30%
44,2024-06,32776.41,47,1.0,>30%
44,2024-09,24384.46,180,2.0,>30%
44,2024-10,1330.59,31,2.0,>30%
44,2024-11,10802.12,169,1.0,>30%
44,2025-06,118760.74,198,3.5,>30%
44,2025-08,68800.02,196,4.0,>30%
44,2026-02,49059.82,133,3.0,>30%
44,2026-03,89667.45,59,1.0,>30%
44,2026-04,80204.45,126,2.0,>30%
44,2026-05,69630.88,28,1.0,>30%
44,2026-11,19910.53,3,4.0,>30%
44,2027-01,35581.49,98,2.0,>30%
44,2027-06,80068.91,36,4.0,>30%
44,2027-08,46815.93,52,3.0,>30%
44,2028-01,31185.58,93,4.0,>30%
44,2028-04,98159.59,10,3.0,>30%
44,2029-01,11958.31,153,4.0,>30%
44,2029-04,38562.91,126,2.0,>30%
44,2029-10,6664.3,111,4.0,>30%
44,2029-11,35394.54,103,3.0,>30%
44,2030-01,63366.53999999999,200,2.0,>30%
44,2030-07,15088.25,178,4.0,>30%
44,2030-08,65659.93,134,3.0,>30%
44,2030-09,65750.93,178,2.0,>30%
44,2031-05,59577.37,172,3.0,>30%
44,2031-08,42274.62,89,4.0,>30%
44,2031-09,80533.23,175,3.0,>30%
44,2031-11,97788.85,162,3.0,>30%
44,2032-01,99052.53,124,1.0,>30%
44,2032-02,81675.25,301,2.5,>30%
44,2032-03,64289.64,124,2.0,>30%
44,2032-10,101349.98999999999,51,2.5,>30%
44,2032-12,89461.59,142,2.0,>30%
44,2033-01,44175.92,118,2.0,>30%
44,2033-02,21498.55,58,4.0,>30%
44,2033-04,122329.78,130,2.0,>30%
44,2033-05,45392.06,79,2.0,>30%
44,2033-09,41190.85,94,3.5,>30%
44,2033-10,41007.36,121,2.0,>30%
44,2034-06,142386.11,199,2.0,>30%
44,2034-08,84961.27,30,4.0,>30%
44,2034-10,82452.62,165,2.0,>30%
44,2034-11,107781.81,226,2.0,>30%
44,2035-01,65519.36,67,3.0,>30%
44,2035-02,72785.94,72,3.0,>30%
44,2035-03,39854.65,68,4.0,>30%
44,2035-04,22172.64,116,3.0,>30%
44,2035-06,60237.78,78,2.0,>30%
44,2035-07,69562.21,15,2.0,>30%
44,2035-10,144626.95,535,2.75,>30%
44,2035-11,51020.82,74,2.0,>30%
44,2036-01,97655.83,60,3.0,>30%
44,2036-05,75739.12,185,4.0,>30%
44,2036-06,71149.45,191,3.0,>30%
44,2036-07,52573.4,242,1.5,>30%
44,2036-10,15560.77,141,3.0,>30%
44,2036-12,85520.35,75,4.0,>30%
44,2037-03,78440.27,139,3.0,>30%
44,2037-04,82611.78,98,1.0,>30%
44,2037-05,31048.46,109,3.0,>30%
44,2037-06,44820.24,152,3.0,>30%
44,2037-08,64869.37,93,2.0,>30%
44,2038-01,6563.82,110,1.0,>30%
44,2038-03,29976.79,71,2.0,>30%
44,2038-05,89090.31,170,3.0,>30%
44,2038-06,161137.31,234,2.0,>30%
44,2038-07,65570.72,10,4.0,>30%
44,2038-09,88079.82,154,4.0,>30%
44,2038-10,75221.56,201,1.0,>30%
44,2038-12,57763.73,71,4.0,>30%
44,2039-04,42674.55,7,2.0,>30%
44,2039-05,62145.59,102,2.0,>30%
44,2039-06,98204.56,194,3.0,>30%
44,2039-07,77091.71,141,3.0,>30%
44,2040-05,10389.42,141,3.0,>30%
44,2040-07,117357.9,216,3.0,>30%
44,2040-08,96292.24,175,2.0,>30%
44,2040-09,62714.46,298,2.5,>30%
44,2040-10,72089.56,102,2.0,>30%
44,2041-01,97523.18,32,3.0,>30%
44,2041-06,198319.53999999998,248,3.3333333333333335,>30%
44,2041-08,115593.44,233,1.5,>30%
44,2041-11,54409.52,135,2.5,>30%
44,2042-01,76654.21,134,4.0,>30%
44,2042-02,14961.55,177,4.0,>30%
44,2042-05,169768.41999999998,531,2.0,>30%
44,2042-06,99974.70000000001,130,2.5,>30%
44,2042-08,98532.07,97,4.0,>30%
44,2042-09,45968.06,88,4.0,>30%
44,2042-10,8435.63,162,4.0,>30%
44,2043-01,69916.23,167,4.0,>30%
44,2043-03,91815.03,246,2.0,>30%
44,2043-07,11076.95,46,3.0,>30%
44,2043-08,16654.11,82,2.0,>30%
44,2043-11,13524.39,163,4.0,>30%
44,2043-12,36320.68,51,1.0,>30%
44,2044-05,37486.46,9,2.0,>30%
44,2044-07,1125.68,104,2.0,>30%
44,2044-11,161270.08,388,2.0,>30%
44,2044-12,52690.74,10,4.0,>30%
44,2045-05,84317.49,148,4.0,>30%
44,2045-12,31685.56,191,3.0,>30%
44,2046-03,63348.42,191,3.0,>30%
44,2046-04,74124.32,13,1.0,>30%
44,2046-05,14075.2,6,4.0,>30%
44,2046-08,121678.94,269,3.5,>30%
44,2047-01,38666.19,142,1.0,>30%
44,2047-02,36865.46,73,4.0,>30%
44,2047-03,96045.55,178,3.0,>30%
44,2047-05,99610.05,196,2.0,>30%
44,2047-06,18867.02,179,4.0,>30%
44,2047-08,75521.86,18,2.0,>30%
44,2047-09,93848.52,336,1.0,>30%
44,2047-10,114122.38,183,3.0,>30%
44,2048-01,75685.49,103,2.0,>30%
44,2048-03,39951.54,197,4.0,>30%
44,2048-11,81305.04,57,4.0,>30%
44,2048-12,93602.15,295,1.0,>30%
44,2049-02,45703.06,34,1.0,>30%
44,2049-03,67235.58,32,1.0,>30%
44,2049-04,36208.84,49,3.0,>30%
44,2049-05,29475.47,155,4.0,>30%
44,2049-06,35166.56,171,3.0,>30%
44,2049-10,61696.25,31,4.0,>30%
44,2049-12,71584.6,68,3.0,>30%
44,2050-02,91965.13,210,4.0,>30%
44,2050-03,31834.6,13,1.0,>30%
45,2023-01,10819.42,175,1.0,>30%
45,2023-03,62976.2,61,1.0,>30%
45,2023-05,72414.45999999999,248,2.5,>30%
45,2023-08,49834.84,107,3.0,>30%
45,2023-11,44294.92,10,1.0,>30%
45,2024-01,13907.28,46,2.0,>30%
45,2024-11,16497.89,124,2.0,>30%
45,2024-12,85543.54,78,4.0,>30%
45,2025-02,84952.12,184,3.0,>30%
45,2025-12,79670.63,128,3.0,>30%
45,2026-01,10876.96,157,1.0,>30%
45,2026-04,71007.62,52,2.0,>30%
45,2026-05,51965.89,125,3.0,>30%
45,2026-06,31736.2,6,4.0,>30%
45,2026-09,62602.24,58,2.0,>30%
45,2026-11,36250.8,129,3.0,>30%
45,2027-02,95536.06,107,4.0,>30%
45,2027-05,97165.28,190,2.0,>30%
45,2027-06,56987.24,262,2.0,>30%
45,2027-08,46045.68,74,2.0,>30%
45,2027-09,33287.89,170,3.0,>30%
45,2028-01,126627.06,358,1.6666666666666667,>30%
45,2028-02,30713.38,123,2.0,>30%
45,2028-04,92309.94,198,4.0,>30%
45,2028-05,41942.1,176,3.0,>30%
45,2028-06,62729.8,194,2.0,>30%
45,2028-07,47337.19,67,4.0,>30%
45,2028-08,4437.75,132,2.0,>30%
45,2028-09,41068.46,9,1.0,>30%
45,2028-12,49845.93,109,1.0,>30%
45,2029-06,113263.81,233,3.6666666666666665,>30%
45,2029-07,34760.92,166,4.0,>30%
45,2029-11,68950.65,154,3.0,>30%
45,2030-03,45392.05,64,2.0,>30%
45,2030-04,80058.59,169,2.5,>30%
45,2030-05,95210.21,112,1.0,>30%
45,2030-06,98697.09999999999,290,1.0,>30%
45,2030-11,27430.64,130,2.0,>30%
45,2030-12,86203.24,115,3.0,>30%
45,2031-03,35367.12,189,4.0,>30%
45,2031-05,94493.49,5,4.0,>30%
45,2031-06,22688.25,54,2.0,>30%
45,2031-08,58383.05,147,4.0,>30%
45,2031-12,122424.83,87,3.5,>30%
45,2032-03,94141.47,198,3.0,>30%
45,2032-05,41021.55,82,4.0,>30%
45,2032-06,12279.55,137,2.0,>30%
45,2032-07,4809.32,29,1.0,>30%
45,2032-08,147466.12,395,2.3333333333333335,>30%
45,2032-09,6627.05,133,4.0,>30%
45,2032-10,51712.29,30,1.0,>30%
45,2032-11,59481.34,8,2.0,>30%
45,2033-01,50711.04,115,3.0,>30%
45,2033-04,97610.99,51,4.0,>30%
45,2033-06,90971.18,186,1.0,>30%
45,2033-07,96063.5,109,2.0,>30%
45,2033-08,87099.73,230,2.5,>30%
45,2033-12,117891.84,425,1.6666666666666667,>30%
45,2034-02,67751.83,148,2.0,>30%
45,2034-06,99310.06,128,2.0,>30%
45,2034-07,21998.51,128,3.0,>30%
45,2035-08,64238.85,106,1.0,>30%
45,2035-09,9310.17,75,4.0,>30%
45,2035-11,114622.06,217,2.3333333333333335,>30%
45,2036-02,32909.03,91,1.0,>30%
45,2036-04,33550.13,37,3.0,>30%
45,2036-06,79560.24,175,4.0,>30%
45,2036-08,33417.26,112,4.0,>30%
45,2037-03,52070.66,160,1.0,>30%
45,2037-07,131421.85,208,2.5,>30%
45,2037-12,44931.85,22,2.0,>30%
45,2038-02,88157.94,41,3.0,>30%
45,2038-03,21767.75,100,2.0,>30%
45,2038-05,39154.54,227,1.5,>30%
45,2038-08,81447.81,79,3.0,>30%
45,2038-10,57121.53,52,2.0,>30%
45,2038-12,96351.73,192,3.0,>30%
45,2039-04,102286.95,269,3.0,>30%
45,2039-05,25059.07,193,2.0,>30%
45,2039-07,56665.3,44,1.0,>30%
45,2039-09,57722.1,82,3.0,>30%
45,2039-12,76760.82,17,1.0,>30%
45,2040-01,130263.57,192,2.5,>30%
45,2040-03,64456.17,80,4.0,>30%
45,2040-06,93098.05,133,3.0,>30%
45,2040-07,56643.36,135,2.0,>30%
45,2040-10,23279.27,91,4.0,>30%
45,2040-11,85241.35,200,2.5,>30%
45,2040-12,15604.88,5,4.0,>30%
45,2041-06,95634.02,164,2.0,>30%
45,2041-09,75329.72,87,1.0,>30%
45,2042-02,7416.15,191,3.0,>30%
45,2042-09,103804.98999999999,296,3.5,>30%
45,2043-02,38500.35,213,1.0,>30%
45,2043-03,79718.02,52,1.0,>30%
45,2043-04,54939.21,21,3.0,>30%
45,2043-06,98655.23,148,3.0,>30%
45,2043-09,69665.64,159,4.0,>30%
45,2043-10,99620.11,139,4.0,>30%
45,2043-11,26671.1,120,2.0,>30%
45,2043-12,157973.72,222,1.0,>30%
45,2044-02,48649.89,122,3.0,>30%
45,2044-06,56796.72,29,1.0,>30%
45,2044-11,79760.42,183,3.0,>30%
45,2045-05,40643.1,80,4.0,>30%
45,2045-10,46622.98,179,2.0,>30%
45,2045-11,32082.7,140,2.0,>30%
45,2045-12,11844.43,169,4.0,>30%
45,2046-01,96144.94,198,4.0,>30%
45,2046-05,48733.53,176,3.0,>30%
45,2046-06,106194.49,289,4.0,>30%
45,2046-07,67187.62,36,4.0,>30%
45,2046-08,51162.2,199,3.0,>30%
45,2046-11,53494.91,168,4.0,>30%
45,2047-01,22519.39,44,1.0,>30%
45,2047-05,138442.52,255,3.5,>30%
45,2047-06,47967.17,68,2.0,>30%
45,2047-07,61363.03,23,4.0,>30%
45,2047-11,49856.83,112,2.5,>30%
45,2047-12,182290.45,400,2.75,>30%
45,2048-01,41928.2,24,4.0,>30%
45,2048-02,90053.43,143,3.0,>30%
45,2048-03,74040.78,261,4.0,>30%
45,2048-06,7276.21,90,4.0,>30%
45,2048-07,76793.28,52,3.0,>30%
45,2048-08,96198.31,270,3.0,>30%
45,2048-10,36799.91,36,4.0,>30%
45,2048-11,7426.37,152,4.0,>30%
45,2048-12,10011.07,29,3.0,>30%
45,2049-02,29815.66,185,4.0,>30%
45,2049-05,74006.62,93,3.0,>30%
45,2049-07,8557.84,67,1.0,>30%
45,2049-08,111410.15,176,2.0,>30%
45,2049-10,66733.05,86,1.0,>30%
45,2049-11,94372.65,110,2.0,>30%
45,2049-12,60553.62,195,3.0,>30%
45,2050-03,3734.13,42,4.0,>30%
46,2023-01,67173.39,179,3.0,>30%
46,2023-04,8681.49,95,2.0,>30%
46,2023-08,37988.43,81,2.0,>30%
46,2023-11,64091.71,191,1.0,>30%
46,2023-12,35088.92,177,3.0,>30%
46,2024-05,27348.57,176,4.0,>30%
46,2024-08,79135.83,56,1.0,>30%
46,2024-10,66170.81,67,2.0,>30%
46,2024-12,69075.67,51,2.0,>30%
46,2025-02,130257.13,140,2.0,>30%
46,2025-04,78986.97,48,4.0,>30%
46,2025-10,51968.32,22,1.0,>30%
46,2025-12,98572.06,69,4.0,>30%
46,2026-03,73701.65,80,2.0,>30%
46,2026-04,21659.53,134,3.0,>30%
46,2026-06,73540.27,50,4.0,>30%
46,2026-07,89181.52,192,3.0,>30%
46,2026-12,74275.2,144,2.0,>30%
46,2027-09,97901.93,16,2.0,>30%
46,2027-12,11182.75,121,3.0,>30%
46,2028-04,61406.79,187,2.0,>30%
46,2028-07,5997.94,184,1.0,>30%
46,2028-09,19224.7,155,1.0,>30%
46,2028-10,52443.05,154,2.0,>30%
46,2029-07,23384.8,132,4.0,>30%
46,2029-08,74697.46,186,2.0,>30%
46,2029-10,40254.45,221,2.5,>30%
46,2029-11,81822.95,211,2.0,>30%
46,2029-12,4699.8,101,3.0,>30%
46,2030-11,15872.92,137,4.0,>30%
46,2031-05,62766.12,88,2.0,>30%
46,2031-06,11906.93,208,3.0,>30%
46,2032-03,24725.62,97,1.0,>30%
46,2032-04,66315.32,153,2.0,>30%
46,2032-06,10464.22,113,3.0,>30%
46,2032-11,97015.44,96,2.0,>30%
46,2032-12,66363.48,14,3.0,>30%
46,2033-03,25694.57,193,2.0,>30%
46,2033-04,78640.42,82,2.0,>30%
46,2033-05,75030.34,82,3.0,>30%
46,2033-07,23175.15,273,2.0,>30%
46,2033-11,56529.86,176,3.0,>30%
46,2034-01,134290.87,23,3.0,>30%
46,2034-02,37130.04,129,1.0,>30%
46,2034-04,93782.09,88,1.0,>30%
46,2034-07,44872.5,85,1.0,>30%
46,2035-03,16633.39,82,1.0,>30%
46,2035-08,56120.02,179,1.0,>30%
46,2036-01,131888.81,247,2.0,>30%
46,2036-02,94440.58,194,2.0,>30%
46,2036-06,160395.46,220,3.0,>30%
46,2036-07,54023.61,36,1.0,>30%
46,2036-08,57129.83,51,2.0,>30%
46,2036-10,8368.2,68,2.0,>30%
46,2036-11,111527.25,128,4.0,>30%
46,2037-01,86695.63,308,2.5,>30%
46,2037-03,105400.69,147,3.5,>30%
46,2037-04,87778.05,15,1.0,>30%
46,2037-06,12011.57,77,2.0,>30%
46,2037-07,64322.939999999995,147,2.5,>30%
46,2038-01,85184.78,92,4.0,>30%
46,2038-07,84062.18,192,4.0,>30%
46,2038-08,32838.880000000005,245,2.0,>30%
46,2038-09,62126.2,99,1.0,>30%
46,2038-10,66196.96,85,2.0,>30%
46,2039-05,14176.92,114,4.0,>30%
46,2039-06,79729.28,163,1.0,>30%
46,2039-07,138132.52,369,2.6666666666666665,>30%
46,2039-12,107680.98,310,4.0,>30%
46,2040-02,12802.96,51,4.0,>30%
46,2040-03,26126.51,17,3.0,>30%
