Bundle_Category,Bundle_ID,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund
Premium,BNDL_JF497F,73107.95,194,4.0
Premium,BNDL_JF78XQ,10469.77,172,1.0
Premium,BNDL_JF9BFP,60442.87,18,3.0
Premium,BNDL_JFAAT3,1298.63,153,1.0
Premium,BNDL_JFS4A1,33955.03,40,3.0
Premium,BNDL_JFTMEF,18552.58,32,2.0
Premium,BNDL_JFTW80,20019.8,181,1.0
Premium,BNDL_JG63D5,99310.06,128,2.0
Premium,BNDL_JGOR9Q,84694.9,101,3.0
Premium,BNDL_JH8S29,89393.44,107,3.0
Premium,BNDL_JHA56O,14585.55,134,4.0
Premium,BNDL_JI44WC,1892.17,146,4.0
Premium,BNDL_JIX9K2,69630.33,92,2.0
Premium,BNDL_JIZHJZ,57976.81,192,2.0
Premium,BNDL_JJHUDK,39741.7,147,1.0
Premium,BNDL_JJIXG9,65570.72,10,4.0
Premium,BNDL_JJVR8R,5523.37,50,2.0
Premium,BNDL_JJZA27,17197.42,85,3.0
Premium,BNDL_JK698Y,78869.09,15,1.0
Premium,BNDL_JKGB0S,86042.95,33,4.0
Premium,BNDL_JKNX2F,86668.22,64,3.0
Premium,BNDL_JL6I10,14952.16,121,2.0
Premium,BNDL_JLCDWL,17855.35,93,4.0
Premium,BNDL_JM6ARA,70091.69,136,3.0
Premium,BNDL_JMA5E1,51619.58,95,1.0
Premium,BNDL_JMO2BS,18831.71,95,1.0
Premium,BNDL_JMSPHQ,26449.3,29,4.0
Premium,BNDL_JNPIAO,38657.92,7,4.0
Premium,BNDL_JNZR4W,82330.67,61,3.0
Premium,BNDL_JO3S2Z,15896.5,104,4.0
Premium,BNDL_JO3SFN,73233.9,84,4.0
Premium,BNDL_JOMH4I,74271.61,14,4.0
Premium,BNDL_JOTRO6,62307.88,180,1.0
Premium,BNDL_JQ0YK6,65597.51,162,3.0
Premium,BNDL_JQGMJY,2584.08,99,3.0
Premium,BNDL_JRBK9F,98731.51,128,1.0
Premium,BNDL_JRJO6E,27709.5,111,1.0
Premium,BNDL_JS25Q3,81272.84,181,1.0
Premium,BNDL_JSEABF,23709.45,103,2.0
Premium,BNDL_JT27Q8,26779.05,163,3.0
Premium,BNDL_JT9UL8,41036.61,142,1.0
Premium,BNDL_JTEDBI,16266.84,70,3.0
Premium,BNDL_JTPCW6,50629.23,124,1.0
Premium,BNDL_JU7Y6F,30380.14,31,1.0
Premium,BNDL_JV9MUT,86287.86,105,3.0
Premium,BNDL_JVDVAT,14095.98,60,4.0
Premium,BNDL_JVOWZK,19169.0,73,1.0
Premium,BNDL_JVXE0T,23279.27,91,4.0
Premium,BNDL_JW44ES,84593.85,59,4.0
Premium,BNDL_JW9VJE,22019.07,185,4.0
Premium,BNDL_JWPENX,46548.86,117,1.0
Premium,BNDL_JWTGYU,57121.53,52,2.0
Premium,BNDL_JXC3SL,48013.16,69,1.0
Premium,BNDL_JXNVHD,19270.48,11,1.0
Premium,BNDL_JXR0CU,88344.56,113,3.0
Premium,BNDL_JY3RX8,68750.46,187,2.0
Premium,BNDL_JY9GNW,5984.88,70,4.0
Premium,BNDL_JYL0UO,68461.03,95,2.0
Premium,BNDL_JYM68A,74296.84,186,1.0
Premium,BNDL_JZ3ROZ,23454.46,67,2.0
Premium,BNDL_JZWM5I,2258.27,148,4.0
Premium,BNDL_K0U2JG,17370.96,47,4.0
Premium,BNDL_K1AUIY,67923.62,157,1.0
Premium,BNDL_K1OWB4,99345.76,93,2.0
Premium,BNDL_K23R24,15450.43,186,1.0
Premium,BNDL_K3EGSE,27243.93,198,1.0
Premium,BNDL_K3SDIJ,66394.51,175,2.0
Premium,BNDL_K42ZGL,14422.27,113,4.0
Premium,BNDL_K54NF3,1841.68,135,4.0
Premium,BNDL_K5TE5T,36559.3,62,2.0
Premium,BNDL_K6DT4Z,50767.43,115,2.0
Premium,BNDL_K6QSIF,87818.14,113,4.0
Premium,BNDL_K7MS7W,50095.91,29,3.0
Premium,BNDL_K7X7ZK,33171.03,189,4.0
Premium,BNDL_K8CJKG,71396.43,38,2.0
Premium,BNDL_K8FTFD,90085.45,103,4.0
Premium,BNDL_K8XLH2,58656.53,163,1.0
Premium,BNDL_K9R49X,67630.64,159,1.0
Premium,BNDL_KAHSFD,83290.91,128,2.0
Premium,BNDL_KAMYUQ,14252.93,11,2.0
Premium,BNDL_KBA25B,61790.01,158,4.0
Premium,BNDL_KBLDE2,70509.79,136,4.0
Premium,BNDL_KC1F02,85427.79,29,3.0
Premium,BNDL_KCC3LO,61563.79,14,4.0
Premium,BNDL_KCDMCH,55791.07,38,2.0
Premium,BNDL_KCZ2KF,73009.78,68,2.0
Premium,BNDL_KCZMLD,62090.57,181,2.0
Premium,BNDL_KDBAO9,9373.0,163,2.0
Premium,BNDL_KDCJI5,53241.39,30,4.0
Premium,BNDL_KE0AYM,37815.51,54,1.0
Premium,BNDL_KF4MQA,87875.98,43,2.0
Premium,BNDL_KF7Z6D,82760.61,18,1.0
Premium,BNDL_KFF1NF,60265.98,197,4.0
Premium,BNDL_KFK170,49190.4,117,2.0
Premium,BNDL_KFNUI2,89032.61,88,1.0
Premium,BNDL_KFO3KZ,57262.55,79,4.0
Premium,BNDL_KFZWSE,6898.02,35,1.0
Premium,BNDL_KG0EXG,19428.16,118,3.0
Premium,BNDL_KG3IYZ,4714.27,90,1.0
Premium,BNDL_KG3R6W,90214.56,98,1.0
Premium,BNDL_KG5F0V,66242.6,45,2.0
Premium,BNDL_KG6ZXS,35484.36,188,1.0
Premium,BNDL_KGF620,27053.17,111,2.0
Premium,BNDL_KGG1XE,98204.56,194,3.0
Premium,BNDL_KGSFN0,88441.76,54,3.0
Premium,BNDL_KH7OKR,81847.21,20,4.0
Premium,BNDL_KHFEV2,16173.9,15,4.0
Premium,BNDL_KHP916,74786.83,45,2.0
Premium,BNDL_KI49DF,3170.95,170,3.0
Premium,BNDL_KJ82WU,44941.43,31,4.0
Premium,BNDL_KJWTN4,45392.05,64,2.0
Premium,BNDL_KKD9A4,34611.06,63,3.0
Premium,BNDL_KLD07S,6941.35,144,3.0
Premium,BNDL_KLUOAL,65053.07,36,4.0
Premium,BNDL_KLUPCC,8888.3,93,3.0
Premium,BNDL_KLYHCZ,95668.73,83,2.0
Premium,BNDL_KMNT32,99261.5,125,1.0
Premium,BNDL_KN477E,13122.7,55,4.0
Premium,BNDL_KNDATM,59331.89,179,3.0
Premium,BNDL_KOHQGS,17404.63,22,1.0
Premium,BNDL_KOUP44,4536.18,127,2.0
Premium,BNDL_KP24TW,99620.11,139,4.0
Premium,BNDL_KPZ5N4,86596.63,39,4.0
Premium,BNDL_KQAQJ2,40519.98,180,1.0
Premium,BNDL_KQGHFK,10971.87,131,4.0
Premium,BNDL_KQOTKW,99834.33,2,4.0
Premium,BNDL_KR0N7D,87333.42,85,4.0
Premium,BNDL_KR3552,12716.97,161,1.0
Premium,BNDL_KR82F9,83608.61,100,3.0
Premium,BNDL_KRL51L,30342.92,153,1.0
Premium,BNDL_KRM9T2,18525.73,156,1.0
Premium,BNDL_KROD9L,90010.55,55,4.0
Premium,BNDL_KRP1UH,41209.17,178,2.0
Premium,BNDL_KRTU14,20010.49,155,1.0
Premium,BNDL_KS5LLO,22720.29,37,2.0
Premium,BNDL_KS88ED,49921.82,129,3.0
Premium,BNDL_KSMGL7,96567.34,88,3.0
Premium,BNDL_KSP2FI,44078.31,34,2.0
Premium,BNDL_KTD4XK,1641.86,179,4.0
Premium,BNDL_KTF4RX,85461.47,177,1.0
Premium,BNDL_KTIN4O,5546.34,175,2.0
Premium,BNDL_KTOAVY,26097.11,177,3.0
Premium,BNDL_KUBI18,40230.14,154,3.0
Premium,BNDL_KUGY5L,40266.22,191,2.0
Premium,BNDL_KUV81T,52752.58,86,4.0
Premium,BNDL_KVYJLD,11907.73,77,4.0
Premium,BNDL_KWMY8U,61634.19,143,2.0
Premium,BNDL_KWR3DB,3917.19,196,3.0
Premium,BNDL_KWWKCQ,50373.36,44,2.0
Premium,BNDL_KX1LKM,28360.45,199,1.0
Premium,BNDL_KX2CYP,23344.59,120,1.0
Premium,BNDL_KX3H7D,14167.11,142,4.0
Premium,BNDL_KY0T28,2911.58,55,4.0
Premium,BNDL_KY1V3M,13486.57,42,1.0
Premium,BNDL_KY4CO0,80436.43,29,2.0
Premium,BNDL_KYVY30,12014.4,4,2.0
Premium,BNDL_KZYND8,3837.35,177,3.0
Premium,BNDL_L0EALC,70834.87,149,1.0
Premium,BNDL_L0M9NU,24415.04,42,3.0
Premium,BNDL_L15AAK,42622.71,55,1.0
Premium,BNDL_L16TDN,98539.33,140,2.0
Premium,BNDL_L1EJCY,25155.0,179,1.0
Premium,BNDL_L1WDMJ,69022.48,11,2.0
Premium,BNDL_L2BBDA,26558.67,50,3.0
Premium,BNDL_L2JO5S,68403.51,182,3.0
Premium,BNDL_L2K2ET,32818.34,40,2.0
Premium,BNDL_L319UY,51068.59,177,3.0
Premium,BNDL_L36LZY,95562.22,103,4.0
Premium,BNDL_L3AUM2,8019.51,43,4.0
Premium,BNDL_L44U24,26296.17,33,1.0
Premium,BNDL_L48FH9,42973.49,181,3.0
Premium,BNDL_L49W2K,9055.68,167,2.0
Premium,BNDL_L4HAPQ,80047.19,147,3.0
Premium,BNDL_L4MNBM,60539.61,20,4.0
Premium,BNDL_L4QMGQ,52094.12,24,3.0
Premium,BNDL_L53USQ,95042.71,80,4.0
Premium,BNDL_L58V0J,38213.21,79,4.0
Premium,BNDL_L59L39,6603.62,125,4.0
Premium,BNDL_L64LF3,41583.42,189,3.0
Premium,BNDL_L6WYQ0,45044.86,42,4.0
Premium,BNDL_L727UM,72165.99,105,2.0
Premium,BNDL_L76HK8,37475.83,35,2.0
Premium,BNDL_L783K2,90852.55,16,2.0
Premium,BNDL_L7PPXK,39090.31,53,1.0
Premium,BNDL_L7RWSG,16872.29,192,2.0
Premium,BNDL_L81H2L,46622.98,179,2.0
Premium,BNDL_L87M0V,33831.05,188,3.0
Premium,BNDL_L87TBU,23971.62,154,3.0
Premium,BNDL_L8DDRR,40288.82,100,3.0
Premium,BNDL_L8GRHW,57589.45,100,4.0
Premium,BNDL_L9L3TZ,21446.5,24,2.0
Premium,BNDL_LACC60,30289.66,5,4.0
Premium,BNDL_LACJNL,50682.77,166,1.0
Premium,BNDL_LASHGO,92536.94,27,4.0
Premium,BNDL_LBF81P,16847.57,134,3.0
Premium,BNDL_LBZUUL,69055.3,184,2.0
Premium,BNDL_LCCL0K,68752.71,115,1.0
Premium,BNDL_LD3JIG,23871.32,42,3.0
Premium,BNDL_LDBFL4,69854.81,32,1.0
Premium,BNDL_LDHEXT,69845.04,55,2.0
Premium,BNDL_LDJNNZ,51048.17,68,3.0
Premium,BNDL_LE0NHS,35367.12,189,4.0
Premium,BNDL_LE1X0Q,83934.11,184,2.0
Premium,BNDL_LE3SKF,78444.97,43,1.0
Premium,BNDL_LEFL0C,82045.56,197,1.0
Premium,BNDL_LEFUJ0,81697.22,72,2.0
Premium,BNDL_LFD5OL,2512.65,146,4.0
Premium,BNDL_LFGCIT,70972.82,75,1.0
Premium,BNDL_LG29FI,11868.17,9,4.0
Premium,BNDL_LG787J,11958.31,153,4.0
Premium,BNDL_LGRL5X,43547.15,73,3.0
Premium,BNDL_LHEFVA,42346.09,184,4.0
Premium,BNDL_LHNZFE,69673.97,86,1.0
Premium,BNDL_LI0A2Y,26502.17,135,3.0
Premium,BNDL_LIPROG,38345.24,76,4.0
Premium,BNDL_LJ0RI7,44353.16,177,1.0
Premium,BNDL_LKDC7L,77091.71,141,3.0
Premium,BNDL_LKWZFV,72923.94,20,3.0
Premium,BNDL_LLEPVE,35115.0,191,4.0
Premium,BNDL_LLKNII,87930.1,148,2.0
Premium,BNDL_LLLRB2,65389.38,108,3.0
Premium,BNDL_LM36FC,96051.82,16,3.0
Premium,BNDL_LM8VOG,71808.52,147,1.0
Premium,BNDL_LM9R4S,47193.0,165,2.0
Premium,BNDL_LMKUZW,73203.93,6,2.0
Premium,BNDL_LMPCYD,45236.23,169,3.0
Premium,BNDL_LMXRKT,88529.81,9,1.0
Premium,BNDL_LO4SND,22397.33,187,1.0
Premium,BNDL_LOHPTH,97079.24,138,4.0
Premium,BNDL_LOOH4G,19468.28,50,4.0
Premium,BNDL_LOSQAE,83021.89,25,4.0
Premium,BNDL_LP3UAC,10105.09,65,3.0
Premium,BNDL_LP7WVD,25153.38,193,3.0
Premium,BNDL_LPSNDB,72421.54,155,2.0
Premium,BNDL_LPSSPR,37341.8,128,2.0
Premium,BNDL_LQ2IM0,94141.47,198,3.0
Premium,BNDL_LQ6EL7,79092.17,104,1.0
Premium,BNDL_LQDSSU,86400.27,103,2.0
Premium,BNDL_LR8P3N,58219.03,57,2.0
Premium,BNDL_LS3BQQ,61290.04,66,4.0
Premium,BNDL_LSPC3P,32776.41,47,1.0
Premium,BNDL_LSQM8P,46480.86,173,4.0
Premium,BNDL_LSWEXL,34130.77,149,1.0
Premium,BNDL_LT0EJC,96252.8,52,4.0
Premium,BNDL_LTBQ3E,4361.91,1,4.0
Premium,BNDL_LTKCHW,37235.53,14,4.0
Premium,BNDL_LU0TX6,51221.64,65,4.0
Premium,BNDL_LV1MBI,72863.66,137,2.0
Premium,BNDL_LVORSY,43808.04,19,1.0
Premium,BNDL_LVX4PS,62376.88,186,3.0
Premium,BNDL_LW1AVT,8514.63,188,4.0
Premium,BNDL_LWO7Z4,92076.92,187,1.0
Premium,BNDL_LWX0LM,93864.77,178,2.0
Premium,BNDL_LXL6CS,14083.15,87,2.0
Premium,BNDL_LY0S4W,49738.68,75,2.0
Premium,BNDL_LY1R9O,15025.73,95,4.0
Premium,BNDL_LZ2B9R,91642.33,120,1.0
Premium,BNDL_M0842H,85122.14,182,3.0
Premium,BNDL_M0V6AX,92442.9,23,4.0
Premium,BNDL_M0VQLC,45413.47,48,4.0
Premium,BNDL_M0XW8X,94531.51,130,2.0
Premium,BNDL_M1L580,50522.98,141,1.0
Premium,BNDL_M1MT44,88293.01,81,4.0
Premium,BNDL_M2357I,95577.79,196,3.0
Premium,BNDL_M2Z4BP,13590.95,139,2.0
Premium,BNDL_M31Q10,97964.79,78,1.0
Premium,BNDL_M357QC,26495.11,142,4.0
Premium,BNDL_M3B3BL,34766.94,161,2.0
Premium,BNDL_M3YIWW,48049.9,10,1.0
Premium,BNDL_M4BPUW,39351.47,156,4.0
Premium,BNDL_M4SLYG,69223.48,166,4.0
Premium,BNDL_M4TEHX,11747.08,24,3.0
Premium,BNDL_M53CPK,8593.36,172,4.0
Premium,BNDL_M5BN33,25328.11,19,4.0
Premium,BNDL_M5KE00,74364.94,5,2.0
Premium,BNDL_M5WWR0,87517.72,135,3.0
Premium,BNDL_M6I200,1423.62,76,3.0
Premium,BNDL_M6LQXV,80363.0,26,2.0
Premium,BNDL_M6QIEZ,7712.38,183,1.0
Premium,BNDL_M6RVAI,98492.0,81,2.0
Premium,BNDL_M74HMO,76075.77,52,1.0
Premium,BNDL_M76JHQ,76052.83,51,2.0
Premium,BNDL_M7K2JR,98886.96,199,2.0
Premium,BNDL_M7TV35,29981.3,73,4.0
Premium,BNDL_M7ZR50,41176.23,26,2.0
Premium,BNDL_M817H6,16962.59,179,1.0
Premium,BNDL_M8RPJ7,44201.16,14,1.0
Premium,BNDL_M8Y6GH,67125.85,1,1.0
Premium,BNDL_M95581,23673.4,20,4.0
Premium,BNDL_M96LPG,86293.78,190,1.0
Premium,BNDL_M9W54S,16676.03,81,3.0
Premium,BNDL_M9WQBX,52194.37,77,1.0
Premium,BNDL_MAEA5L,66953.99,106,3.0
Premium,BNDL_MALINB,16381.49,63,2.0
Premium,BNDL_MAM09F,19910.53,3,4.0
Premium,BNDL_MAQ4JP,74198.51,160,4.0
Premium,BNDL_MARY2H,59263.79,31,4.0
Premium,BNDL_MB3056,67051.74,197,1.0
Premium,BNDL_MBIUYL,4670.75,72,1.0
Premium,BNDL_MBV0IB,84504.65,198,2.0
Premium,BNDL_MBVSOT,9611.13,168,4.0
Premium,BNDL_MCYG9B,74481.54,3,1.0
Premium,BNDL_MD1LX2,44186.09,87,3.0
Premium,BNDL_MDM6PN,6316.02,187,3.0
Premium,BNDL_MEQVPK,42982.18,92,2.0
Premium,BNDL_MFVT90,11773.05,25,4.0
Premium,BNDL_MGCSTE,13232.28,32,3.0
Premium,BNDL_MGM4L3,58771.76,199,2.0
Premium,BNDL_MH7U8V,88214.78,92,2.0
Premium,BNDL_MHC9C1,71180.46,119,1.0
Premium,BNDL_MHTD9N,50563.13,142,2.0
Premium,BNDL_MIO090,95940.17,105,2.0
Premium,BNDL_MIOSXK,16159.77,136,1.0
Premium,BNDL_MISX7B,49645.26,6,4.0
Premium,BNDL_MJDY0L,74744.63,122,1.0
Premium,BNDL_MKB68O,77358.84,159,3.0
Premium,BNDL_MKHY8F,25589.32,66,2.0
Premium,BNDL_MKWUMA,30418.02,95,4.0
Premium,BNDL_MMC7NN,25569.45,149,2.0
Premium,BNDL_MME3AQ,48452.67,103,4.0
Premium,BNDL_MMKAH4,46880.65,142,4.0
Premium,BNDL_MMP6EL,74883.04,182,3.0
Premium,BNDL_MNG4E1,66527.24,59,4.0
Premium,BNDL_MNJ7FZ,12065.83,58,4.0
Premium,BNDL_MNXO25,9432.32,138,4.0
Premium,BNDL_MOFM2X,65874.7,191,1.0
Premium,BNDL_MOSZOL,49250.65,27,4.0
Premium,BNDL_MOUZ3W,99232.15,176,3.0
Premium,BNDL_MPOBQS,10484.08,195,4.0
Premium,BNDL_MPP7XX,61472.9,118,1.0
Premium,BNDL_MPVVKE,75101.3,143,1.0
Premium,BNDL_MQLXEP,36273.09,83,1.0
Premium,BNDL_MQRQV5,30190.11,18,1.0
Premium,BNDL_MRH1UE,11163.2,44,2.0
Premium,BNDL_MRKFQT,17671.68,67,2.0
Premium,BNDL_MS0JIB,75795.59,132,4.0
Premium,BNDL_MS2A2H,41485.52,161,3.0
Premium,BNDL_MTLQ92,30450.13,26,1.0
Premium,BNDL_MTRCJU,41822.84,58,1.0
Premium,BNDL_MU3SM0,28203.68,38,1.0
Premium,BNDL_MUEKSC,17316.36,104,1.0
Premium,BNDL_MUFTDL,54068.39,62,4.0
Premium,BNDL_MUYE0X,15999.0,182,1.0
Premium,BNDL_MV001W,23274.08,166,3.0
Premium,BNDL_MV31Z2,14891.27,175,2.0
Premium,BNDL_MV63LJ,29790.8,127,2.0
Premium,BNDL_MV7O65,30582.33,139,1.0
Premium,BNDL_MVSUS3,36660.8,12,2.0
Premium,BNDL_MWM6W5,42448.79,106,1.0
Premium,BNDL_MX5OKI,24840.72,33,1.0
Premium,BNDL_MXUQVT,81174.05,183,3.0
Premium,BNDL_MY5FMS,36250.8,129,3.0
Premium,BNDL_MYHEQ7,54404.93,102,3.0
Premium,BNDL_MZB4K0,10574.86,188,1.0
Premium,BNDL_MZJXUE,76437.34,126,1.0
Premium,BNDL_N03U2T,53230.14,186,2.0
Premium,BNDL_N07SX1,49661.27,198,3.0
Premium,BNDL_N0EPCT,27943.19,151,1.0
Premium,BNDL_N0LMSI,44019.95,166,1.0
Premium,BNDL_N1KT99,82939.63,62,2.0
Premium,BNDL_N1P5GX,98104.18,74,4.0
Premium,BNDL_N2CWWC,4973.53,57,2.0
Premium,BNDL_N2NO7K,99623.55,117,1.0
Premium,BNDL_N32W2X,63960.09,186,1.0
Premium,BNDL_N3J7QR,9582.77,81,2.0
Premium,BNDL_N3YMK6,86474.23,98,3.0
Premium,BNDL_N5MH03,2964.14,5,4.0
Premium,BNDL_N5O99X,47548.74,187,3.0
Premium,BNDL_N5OH5A,8909.74,132,2.0
Premium,BNDL_N66MPZ,31321.77,134,4.0
Premium,BNDL_N6HCUG,34850.34,103,3.0
Premium,BNDL_N6MCWG,20054.47,182,1.0
Premium,BNDL_N6UKH6,51409.99,92,1.0
Premium,BNDL_N7000L,98178.45,91,4.0
Premium,BNDL_N7HAL7,59468.13,68,4.0
Premium,BNDL_N82W42,10610.96,130,2.0
Premium,BNDL_N90LEF,10464.29,105,3.0
Premium,BNDL_N99JYR,44727.18,138,4.0
Premium,BNDL_N9AN0B,32562.7,60,1.0
Premium,BNDL_N9C5HR,16617.93,143,1.0
Premium,BNDL_NAIKE5,4618.44,6,3.0
Premium,BNDL_NAM7JL,43977.9,141,3.0
Premium,BNDL_NBI8EL,6109.36,56,1.0
Premium,BNDL_NBKR5V,24600.06,50,2.0
Premium,BNDL_NBVFMA,21056.55,47,4.0
Premium,BNDL_NC8QX1,53387.74,62,1.0
Premium,BNDL_NCAU5I,27974.24,39,3.0
Premium,BNDL_NCQN0L,62602.24,58,2.0
Premium,BNDL_ND33AM,64263.91,146,3.0
Premium,BNDL_NDAFUQ,70939.15,83,3.0
Premium,BNDL_NDB89D,62960.68,85,2.0
Premium,BNDL_NDDCDL,56903.93,79,1.0
Premium,BNDL_NE0ROL,28474.9,71,1.0
Premium,BNDL_NFGZU6,39189.58,44,1.0
Premium,BNDL_NFKVTI,92463.56,100,3.0
Premium,BNDL_NFUWRC,11001.88,117,1.0
Premium,BNDL_NG0L58,83226.83,54,2.0
Premium,BNDL_NGKAJ0,13885.3,163,4.0
Premium,BNDL_NGX2PT,40514.54,141,2.0
Premium,BNDL_NGXKUL,78601.33,13,1.0
Premium,BNDL_NH6DDQ,72586.11,109,1.0
Premium,BNDL_NH8A0G,24854.66,133,2.0
Premium,BNDL_NHA73K,35077.79,133,1.0
Premium,BNDL_NHVE73,57740.49,175,4.0
Premium,BNDL_NI9P5Y,42388.08,41,2.0
Premium,BNDL_NIBTY1,17609.75,67,2.0
Premium,BNDL_NIQ84A,8543.81,50,3.0
Premium,BNDL_NJEA10,43826.91,48,2.0
Premium,BNDL_NJIKW2,3922.37,78,1.0
Premium,BNDL_NJY5NJ,76295.16,189,4.0
Premium,BNDL_NKCHXI,20538.24,78,1.0
Premium,BNDL_NKQWBF,17974.98,99,2.0
Premium,BNDL_NL0LKA,97674.48,181,4.0
Premium,BNDL_NLA58Y,99436.31,78,2.0
Premium,BNDL_NLLZE1,77295.11,178,4.0
Premium,BNDL_NMJU8F,64788.16,165,4.0
Premium,BNDL_NMYR6S,44329.27,95,2.0
Premium,BNDL_NN1UHZ,56433.04,36,4.0
Premium,BNDL_NN4NAR,42922.33,56,3.0
Premium,BNDL_NN9CEC,18085.71,49,1.0
Premium,BNDL_NNE9OQ,97171.92,58,2.0
Premium,BNDL_NNVN36,72611.24,125,4.0
Premium,BNDL_NNZ7HH,79760.42,183,3.0
Premium,BNDL_NOBWN0,44677.34,16,4.0
Premium,BNDL_NP0HIU,37937.25,176,4.0
Premium,BNDL_NP5HFN,23416.13,175,4.0
Premium,BNDL_NPAWU2,47217.83,157,4.0
Premium,BNDL_NPDIMH,69103.49,9,4.0
Premium,BNDL_NPZ1F7,89656.09,160,3.0
Premium,BNDL_NQB4NL,33550.13,37,3.0
Premium,BNDL_NR0OJ2,26789.66,31,4.0
Premium,BNDL_NR8EYA,50354.18,136,3.0
Premium,BNDL_NR91C0,60676.25,175,3.0
Premium,BNDL_NRBKNO,73888.82,175,3.0
Premium,BNDL_NSUV8H,44635.54,113,1.0
Premium,BNDL_NTIWES,17842.55,36,2.0
Premium,BNDL_NTX1TE,68824.17,121,1.0
Premium,BNDL_NTZUPW,58510.88,100,2.0
Premium,BNDL_NU5C3Q,14474.23,99,2.0
Premium,BNDL_NUAWAL,16600.43,139,4.0
Premium,BNDL_NV3YH5,16892.72,65,1.0
Premium,BNDL_NVGKED,90587.22,199,2.0
Premium,BNDL_NW2C3M,95215.97,97,2.0
Premium,BNDL_NWLO39,26901.6,105,4.0
Premium,BNDL_NWZDI9,25666.95,75,3.0
Premium,BNDL_NX2F0E,38332.01,65,3.0
Premium,BNDL_NXRC8K,89086.74,153,3.0
Premium,BNDL_NXXKO6,84309.59,199,3.0
Premium,BNDL_NY284C,78607.3,167,2.0
Premium,BNDL_NY48XU,58429.89,14,3.0
Premium,BNDL_NY62XJ,93677.97,74,3.0
Premium,BNDL_NZ69JO,58176.11,110,1.0
Premium,BNDL_NZNMIL,95587.88,125,4.0
Premium,BNDL_NZOWJW,14667.03,100,1.0
Premium,BNDL_O02IC6,9397.42,17,3.0
Premium,BNDL_O04G03,43108.78,119,4.0
Premium,BNDL_O0GGKP,61013.62,95,4.0
Premium,BNDL_O0Z2BN,80790.13,67,3.0
Premium,BNDL_O10GKQ,86198.11,196,2.0
Premium,BNDL_O1CSNE,9824.79,93,3.0
Premium,BNDL_O1DP54,34018.89,4,3.0
Premium,BNDL_O2ULU6,88372.31,192,3.0
Premium,BNDL_O37RMA,54252.58,120,4.0
Premium,BNDL_O3R9RY,18557.58,172,2.0
Premium,BNDL_O452H7,34151.2,4,3.0
Premium,BNDL_O4PF36,78151.06,73,2.0
Premium,BNDL_O4WH8U,59250.06,23,3.0
Premium,BNDL_O5QWZ2,11958.44,24,1.0
Premium,BNDL_O69ST3,48014.65,135,1.0
Premium,BNDL_O6JT13,3137.25,114,1.0
Premium,BNDL_O73X86,33724.94,160,1.0
Premium,BNDL_O7B5ZU,71185.45,72,3.0
Premium,BNDL_O7D181,61262.04,88,3.0
Premium,BNDL_O7M442,73169.35,148,3.0
Premium,BNDL_O7U8H0,12006.52,136,4.0
Premium,BNDL_O8CHOU,20386.45,119,4.0
Premium,BNDL_O8CN8E,47831.69,96,4.0
Premium,BNDL_O8M8CD,20072.91,64,4.0
Premium,BNDL_O9LQXG,50671.5,131,2.0
Premium,BNDL_OAO6TK,4960.35,50,1.0
Premium,BNDL_OAPTY7,72785.94,72,3.0
Premium,BNDL_OB3S1W,22131.05,93,4.0
Premium,BNDL_OBM8TI,78420.02,97,4.0
Premium,BNDL_OBW1RT,43831.93,134,3.0
Premium,BNDL_OCBFGV,36433.75,71,2.0
Premium,BNDL_OD6IKT,95749.06,124,3.0
Premium,BNDL_OD7LFW,61309.41,67,3.0
Premium,BNDL_ODEY0V,96502.63,58,2.0
Premium,BNDL_OEKLWP,79458.61,123,3.0
Premium,BNDL_OEQ51N,22227.78,96,1.0
Premium,BNDL_OEUF4I,64513.49,28,3.0
Premium,BNDL_OF3A1C,88157.94,41,3.0
Premium,BNDL_OFT19T,86900.84,67,1.0
Premium,BNDL_OG7SJT,81830.45,175,4.0
Premium,BNDL_OGYLZI,91720.44,194,4.0
Premium,BNDL_OH9ZNG,82011.12,1,4.0
Premium,BNDL_OI7VFF,82607.73,61,1.0
Premium,BNDL_OIORNG,25168.07,77,3.0
Premium,BNDL_OIZA3M,88301.74,190,4.0
Premium,BNDL_OJCTDR,23158.38,12,3.0
Premium,BNDL_OK64Z5,13468.45,118,1.0
Premium,BNDL_OKDB4H,76173.76,15,2.0
Premium,BNDL_ONF0OV,41080.53,114,4.0
Premium,BNDL_ONQSWR,30680.41,181,4.0
Premium,BNDL_OOSLYN,48508.61,78,4.0
Premium,BNDL_OPG0WN,50885.0,56,2.0
Premium,BNDL_OPI3EV,41602.96,27,1.0
Premium,BNDL_OPTAE8,56015.75,62,4.0
Premium,BNDL_OPY0E2,42952.44,161,1.0
Premium,BNDL_OQ1J41,44479.87,41,1.0
Premium,BNDL_OQ6OGX,90899.51,169,1.0
Premium,BNDL_OQ7L1F,91437.63,179,1.0
Premium,BNDL_OQB1VI,31286.6,95,3.0
Premium,BNDL_ORXKSC,41384.44,59,2.0
Premium,BNDL_OS2ED1,9196.97,35,1.0
Premium,BNDL_OS4O69,87719.06,45,1.0
Premium,BNDL_OSQ884,20243.81,154,1.0
Premium,BNDL_OTT8HY,34455.93,156,3.0
Premium,BNDL_OUESFX,25444.35,161,2.0
Premium,BNDL_OUSAZC,89916.35,168,4.0
